PROVINCE,REGION,SECTOR,TSIC-2 dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS SIZE,NUMBER of MSME,DATA SOURCE,YEAR
Ang Thong,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,52,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,285,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,67,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,395,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,90,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,252,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,99,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,155,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Ang Thong,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,235,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,336,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,71,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,404,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,93,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,20,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,283,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,118,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,29,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,146,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,33,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chai Nat,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,270,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,64,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,380,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,91,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,444,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,100,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,26,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,308,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,73,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,132,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,31,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,214,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,48,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Nayok,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,233,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,312,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,68,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,348,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,83,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,229,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,108,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,156,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,34,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Sakhon,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,286,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,407,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,88,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,473,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,116,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,24,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,302,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,68,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,133,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,198,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,42,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Samut Songkhram,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,197,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,53,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,348,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,75,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,339,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,89,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,262,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,62,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,117,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,158,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Nakhon Pathom,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,237,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,378,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,87,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,474,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,100,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,23,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,328,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,67,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,131,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,J,50,Information and communication,05055,Information and communication - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,174,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Suphan Buri,Central,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,219,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,59,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,306,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,69,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,350,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,85,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,252,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,68,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,134,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,J,50,Information and communication,05055,Information and communication - small establishments,Small,29,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,154,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,35,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chonburi,East,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,270,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,59,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,363,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,81,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,20,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,465,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,95,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,22,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,287,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,80,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,133,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,J,50,Information and communication,05055,Information and communication - small establishments,Small,34,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,189,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,40,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Rayong,East,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,256,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,321,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,82,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,21,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,442,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,105,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,23,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,328,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,74,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,120,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,J,50,Information and communication,05055,Information and communication - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,176,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,43,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chachoengsao,East,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chanthaburi,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,228,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chanthaburi,East,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chanthaburi,East,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chanthaburi,East,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,345,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chanthaburi,East,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,77,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chanthaburi,East,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chanthaburi,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,388,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chanthaburi,East,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,97,SYNTHETIC SAMPLE - generated from Scout metadata,2021
Chanthaburi,East,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,21,SYNTHETIC SAMPLE - generated from Scout metadata,2021
