customer_id,signup_date,region,plan_type,acquisition_channel,age,account_tenure_days,avg_order_value,orders_last_90d,app_sessions_last_30d,support_tickets_90d,late_delivery_rate,avg_delivery_delay_hours,discount_ratio,product_variety_score,return_rate_90d,competitor_price_index,days_since_last_order,account_status_30d,post_period_refund_flag,account_note_post_period,is_outlier
PC101698,2024-04-24,metro,basic,organic,18.0,251,86.44,10,8,0,0.084,13.99,0.323,74.8,0.039,0.855,9.2,0,N,support,0
PC102174,2024-09-27,metro,plus,organic,38.0,95,52.97,5,8,0,0.008,6.89,0.349,63.2,0.034,1.044,67.6,0,Y,support,0
PC101759,2024-10-15,metro,premium,paid_search,54.0,77,151.14,10,10,1,0.036,2.7,0.261,70.1,1.6,0.905,49.1,0,N,support,1
PC100249,2024-05-27,Metro,premium,organic,38.0,218,51.99,7,12,2,0.253,25.47,0.229,49.4,0.076,0.904,25.8,0,N,support,0
PC102095,2024-03-09,metro,premium,social,60.0,297,60.6,8,9,0,0.025,25.35,0.104,82.8,0.096,0.905,20.1,0,Y,support,0
PC101427,2024-06-03,suburban,basic,organic,53.0,211,90.27,6,14,0,0.192,14.17,0.22,60.9,0.071,0.982,36.1,0,N,support,0
PC100806,2024-11-09,suburban,basic,social,49.0,52,73.52,9,20,1,0.388,26.52,0.251,81.2,0.056,0.839,21.3,0,N,support,0
PC102046,2023-01-01,rural,basic,affiliate,43.0,1022,50.54,12,9,0,0.323,24.6,0.631,98.4,0.129,1.037,14.1,0,N,support,1
PC100246,2024-12-16,metro,plus,affiliate,43.0,15,58.12,11,16,1,0.218,25.15,0.312,96.2,0.074,0.933,18.2,0,N,support,0
PC100644,2024-02-28,suburban,plus,referral,35.0,307,22.86,7,10,1,0.188,22.33,0.261,52.5,0.154,0.994,20.6,0,N,support,0
PC100037,2023-09-08,rurral,plus,paid_search,33.0,480,126.54,4,10,1,0.223,14.12,0.174,96.8,0.178,1.249,34.5,0,N,support,1
PC100179,2024-01-28,rural,basic,organic,38.0,338,56.79,9,13,0,0.078,18.46,0.279,77.0,0.134,0.967,35.7,0,N,support,0
PC101156,2023-01-01,rural,premium,referral,44.0,906,38.74,5,13,1,0.279,49.61,0.219,71.0,0.027,1.014,21.1,0,N,support,1
PC102184,2023-08-28,rural,basic,organic,18.0,491,51.99,10,13,0,0.228,27.49,0.249,64.0,0.005,0.752,29.4,0,N,support,0
PC100964,2023-11-12,rural,premium,organic,44.0,415,52.51,9,12,0,0.167,21.61,0.051,70.0,0.046,0.914,11.4,0,N,support,0
PC101029,2024-01-18,rural,plus,paid_search,38.0,348,55.66,5,9,2,0.132,23.76,0.304,67.1,0.154,0.995,38.9,0,N,support,0
PC100962,2024-12-21,rural,plus,social,37.0,10,41.25,7,8,1,0.23,24.23,0.2,62.5,0.114,1.079,35.3,0,N,support,0
PC101836,2024-01-18,rural,plus,affiliate,18.0,348,85.26,8,8,0,0.193,18.06,0.418,72.1,0.044,0.949,10.4,0,N,support,0
PC100508,2024-09-15,metro,plus,social,55.0,107,29.4,11,11,0,0.042,10.09,0.129,80.8,0.187,1.07,25.6,0,N,support,0
PC102179,2024-09-08,rural,basic,referral,40.0,114,44.04,4,10,3,0.168,28.23,0.355,62.8,0.097,1.024,77.0,0,N,support,1
PC101297,2023-12-03,rural,premium,social,45.0,394,65.73,8,14,3,0.276,18.78,0.257,55.7,0.101,1.085,10.3,0,N,support,1
PC101752,2024-05-22,metro,plus,referral,31.0,223,43.32,4,13,0,0.039,6.64,0.11,69.1,0.019,1.144,54.9,0,N,support,0
PC101335,2024-10-03,metro,basic,referral,18.0,89,33.4,9,9,0,0.282,20.73,0.287,38.8,0.01,1.301,16.4,0,N,support,0
PC100809,2024-03-29,suburban,plus,affiliate,30.0,277,51.66,4,8,2,0.091,20.36,0.0,57.6,0.181,1.034,24.5,0,N,support,0
PC101681,2024-09-06,metro,basic,organic,18.0,116,63.52,10,10,1,0.083,15.18,0.173,57.6,0.17,0.978,7.1,0,N,support,0
PC100473,2024-09-05,suburban,plus,affiliate,46.0,117,62.88,8,10,0,0.057,13.23,0.414,60.7,0.096,1.17,23.3,0,N,support,0
PC101430,2023-01-01,metro,basic,referral,45.0,817,51.99,7,9,0,0.086,6.16,0.314,56.6,0.244,1.052,29.0,0,N,support,1
PC100992,2023-08-17,metro,plus,organic,39.0,502,69.86,7,9,2,0.161,43.17,0.323,46.7,0.076,1.138,25.4,0,N,support,0
PC102030,2024-10-23,suburban,basic,social,20.0,69,45.01,6,9,2,0.054,20.98,0.068,49.1,0.084,1.056,33.3,0,Y,support,0
PC101040,2024-09-17,suburban,plus,paid_search,58.0,105,50.67,8,11,1,0.247,21.37,0.176,53.9,0.062,0.928,33.3,1,N,late delivery,1
PC100856,2024-08-11,metro,basic,organic,19.0,142,60.61,9,12,0,0.046,15.13,0.361,70.4,0.399,0.909,52.9,0,N,support,1
PC100196,2024-06-05,suburban,premium,organic,35.0,209,23.35,8,8,1,0.151,12.92,0.223,86.8,0.112,1.035,7.6,0,N,support,0
PC101959,2023-12-11,rural,basic,social,34.0,386,51.99,5,13,0,0.078,15.21,0.313,72.7,0.116,0.928,22.6,0,N,support,0
PC101550,2024-07-04,suburban,basic,referral,41.0,180,25.03,6,13,1,0.023,13.58,0.091,76.2,0.106,1.118,26.9,0,N,support,0
PC100946,2023-01-01,suburban,basic,paid_search,37.0,846,84.83,10,12,0,0.188,13.36,0.139,39.9,0.081,1.049,20.4,0,Y,support,1
PC101033,2024-06-13,metro,prem,social,44.0,201,62.48,7,9,2,0.196,41.15,0.505,55.2,0.121,0.794,11.4,1,N,support,1
PC102005,2024-08-09,metro,basic,paid_search,42.0,144,46.81,5,9,1,0.05,5.19,0.214,56.1,0.076,0.982,30.9,0,N,support,0
PC101215,2023-12-06,metro,basic,organic,66.0,391,18.05,7,11,0,0.077,20.1,0.231,45.1,0.035,1.15,28.9,1,Y,late delivery,1
PC101885,2023-07-14,suburban,plus,organic,38.0,536,32.38,7,13,3,0.139,14.37,0.135,60.1,0.117,1.054,30.8,0,N,support,1
PC102093,2024-11-11,metro,basic,social,18.0,50,39.52,11,10,0,0.014,15.29,0.187,93.0,0.058,1.102,23.8,0,N,support,0
PC100164,2023-09-15,rural,plus,referral,58.0,473,141.32,8,6,1,0.314,180.0,0.226,63.5,0.055,0.865,35.6,0,N,support,1
PC100109,2024-09-08,rural,basic,paid_search,29.0,114,112.63,12,12,0,0.127,32.85,0.152,65.3,0.006,1.008,10.4,1,Y,support,1
PC101303,2024-10-21,suburban,basic,organic,19.0,71,60.0,9,13,0,0.027,22.53,0.145,74.4,0.111,0.937,27.1,0,N,support,0
PC100183,2023-01-01,suburban,basic,paid_search,32.0,1051,51.35,6,12,1,0.173,10.0,0.368,83.7,0.138,1.016,51.5,0,N,support,1
PC101406,2024-07-01,rural,basic,paid_search,38.0,183,71.39,4,2,1,0.151,14.51,0.254,55.3,0.025,0.766,45.9,0,N,support,0
PC101008,2024-09-10,rural,plus,paid_search,31.0,112,25.8,5,12,1,0.131,24.67,0.308,63.6,0.105,1.012,17.5,1,N,support,1
PC101962,2024-09-07,suburban,basic,organic,38.0,115,67.32,11,14,1,0.388,36.81,0.268,45.5,0.044,0.94,31.6,1,N,late delivery,1
PC101360,2024-08-18,rural,plus,social,54.0,135,41.08,7,10,1,0.34,26.59,0.397,58.4,0.111,0.914,21.0,0,N,support,0
PC100067,2023-01-01,metro,plus,paid_search,43.0,971,52.47,7,10,1,0.281,24.43,0.059,83.5,0.038,1.017,32.6,0,N,support,1
PC100352 ,2023-09-14,suburban,basic,social,38.0,474,753.0,10,10,1,0.091,8.48,0.264,62.1,0.139,1.062,32.7,0,N,support,1
PC101714,2024-03-13,metro,basic,organic,46.0,293,72.61,8,12,0,0.124,10.88,0.655,28.1,0.038,1.071,40.2,0,N,support,1
PC100725 ,2023-11-07,rural,basic,referral,39.0,420,46.68,8,12,0,0.229,17.59,0.33,44.9,0.024,1.13,30.0,0,N,support,0
PC100052,2024-06-28,metro,plus,social,38.0,186,38.55,6,9,0,0.28,15.7,0.315,61.7,0.121,1.034,50.4,0,N,support,0
PC100331,2024-08-25,suburban,premium,social,57.0,128,32.53,10,7,0,0.125,23.62,0.197,70.0,0.027,0.911,25.0,0,N,support,0
PC100270,2023-07-25,rural,basic,organic,43.0,525,57.5,12,12,0,0.118,11.43,0.123,53.9,0.016,1.159,38.2,0,N,support,0
PC100105,2024-04-07,rural,plus,paid_search,21.0,268,48.7,9,20,1,0.161,20.31,0.21,82.6,0.062,1.243,45.0,0,N,support,0
PC101434,2024-06-21,suburban,plus,paid_search,53.0,193,55.97,7,11,2,0.082,14.55,0.212,83.7,0.056,0.978,36.8,0,N,support,0
PC100160,2024-11-19,rural,plus,affiliate,43.0,42,41.18,4,16,1,0.1,15.64,0.118,77.7,0.055,1.007,34.8,0,N,support,0
PC101151,2024-02-25,Metro,basic,organic,55.0,310,48.29,10,11,1,0.104,5.28,0.203,68.6,0.114,0.895,7.2,0,Y,support,0
PC101171,2024-05-01,metro,basic,social,40.0,244,55.53,9,7,1,0.013,6.56,0.278,72.7,0.03,0.809,52.9,0,N,support,0
PC102139,2024-04-17,rural,plus,social,18.0,258,51.99,9,11,2,0.129,11.69,0.547,64.6,0.114,1.171,33.4,0,N,support,0
PC100089,2024-11-01,suburban,basic,paid_search,49.0,60,82.91,5,15,3,0.331,44.38,0.068,43.2,0.057,1.001,42.3,0,N,support,1
PC101886,2023-04-21,rural,basic,organic,34.0,620,31.22,12,14,3,0.286,18.79,0.323,61.5,0.211,1.069,27.3,0,N,support,1
PC102103,2023-02-18,metro,basic,social,56.0,682,84.59,9,19,0,0.182,18.99,0.172,100.0,0.019,1.251,22.5,0,N,support,0
PC100086,2024-06-28,suburban,plus,paid_search,34.0,186,80.56,12,12,0,0.071,8.99,0.235,62.0,0.041,1.16,7.0,0,N,support,0
PC102085,2023-12-04,metro,premium,organic,46.0,393,69.63,7,9,3,0.276,34.19,0.111,35.5,0.17,0.991,20.9,0,N,support,1
PC101509,2023-10-17,rural,plus,organic,45.0,441,90.09,9,9,1,0.133,26.04,0.495,4.3,0.161,0.973,12.8,0,N,support,1
PC101305,2023-12-03,suburban,plus,organic,35.0,394,59.38,6,17,0,0.113,41.35,0.136,52.4,0.014,0.77,35.3,0,N,support,0
PC100242,2024-10-15,metro,plus,affiliate,30.0,77,35.85,11,16,1,0.056,16.29,0.508,79.4,0.043,0.92,39.6,0,N,support,0
PC100092,2024-08-17,metro,basic,social,61.0,136,31.95,11,15,0,0.177,14.63,0.128,55.7,0.074,1.008,33.6,0,N,support,0
PC101323,2023-12-25,suburban,basic,organic,61.0,372,114.0,8,10,1,0.172,24.96,0.179,45.8,0.051,0.819,15.8,0,N,support,1
PC101187,2023-05-27,metro,basic,organic,45.0,584,19.33,7,12,0,0.242,21.33,0.173,80.4,0.034,1.0,23.2,0,N,support,0
PC101319,2024-05-04,rural,basic,social,38.0,241,42.46,9,10,1,0.177,30.43,0.169,49.1,0.134,0.997,11.4,0,N,support,0
PC100589,2024-06-29,metro,plus,paid_search,57.0,185,49.68,4,8,2,0.119,13.51,0.317,44.6,0.068,1.213,35.1,1,N,support,1
PC101196,2024-08-18,suburban,basic,paid_search,51.0,135,59.25,11,13,1,0.248,44.85,0.172,81.5,0.09,1.167,23.5,1,Y,price,1
PC101581,2024-11-03,metro,premium,organic,23.0,58,43.69,5,10,0,0.184,25.15,0.265,56.0,0.027,0.892,35.1,0,N,support,0
PC100772,2024-08-17,suburban,basic,organic,18.0,136,390.72,10,17,0,0.366,38.07,0.496,51.2,0.186,0.743,12.0,1,Y,variety,1
PC100372,2023-12-15,metro,plus,referral,45.0,382,48.46,7,7,1,0.196,18.1,0.177,30.9,0.061,1.193,21.3,0,N,support,0
PC101467,2023-12-28,metro,basic,organic,33.0,369,55.7,9,12,0,0.151,8.56,0.327,75.4,0.021,1.04,25.8,0,N,support,0
PC101107,2023-11-17,suburban,basic,organic,37.0,410,80.04,4,11,0,0.435,32.44,0.066,49.9,0.075,1.023,30.4,0,N,support,0
PC101456,2024-03-11,metro,premium,organic,25.0,295,63.04,8,14,0,0.103,18.62,0.194,38.9,0.055,1.068,9.3,0,N,support,0
PC100843,2024-08-27,suburban,basic,organic,34.0,126,86.41,4,6,1,0.415,35.5,0.388,50.8,0.117,1.191,25.7,0,N,support,0
PC100056,2024-03-04,metro,basic,paid_search,32.0,302,44.5,6,8,0,0.317,26.42,0.195,61.5,0.026,0.956,40.3,0,N,support,0
PC101204,2024-10-21,metro,plus,organic,32.0,71,33.62,6,7,0,0.21,18.52,0.503,88.4,0.057,0.901,24.5,0,N,support,0
PC100290,2024-07-29,rural,basic,paid_search,21.0,155,47.01,4,10,0,0.07,11.94,0.253,68.9,0.048,1.04,42.8,0,N,support,0
PC100367,2023-12-16,metro,premium,organic,33.0,381,49.66,11,12,1,0.175,14.44,0.447,65.9,0.024,0.86,17.0,0,N,support,0
PC101964,2023-01-01,suburban,plus,social,18.0,896,58.32,9,6,2,0.046,6.0,0.173,46.9,0.181,1.024,34.4,0,N,support,1
PC101236,2024-10-04,metro,premium,affiliate,28.0,88,77.67,10,13,1,0.013,12.64,0.154,100.0,0.09,1.027,42.4,0,N,support,0
PC100876,2024-07-16,suburban,premium,affiliate,49.0,168,27.05,10,10,2,0.237,29.58,0.121,69.1,0.113,0.864,26.1,0,Y,support,0
PC100120,2024-04-26,suburban,plus,referral,37.0,249,41.28,6,14,2,0.189,37.05,0.042,55.1,0.14,1.027,37.6,0,N,support,0
PC101603,2024-09-29,rural,premium,organic,34.0,93,80.51,11,13,2,0.09,15.71,0.095,37.4,0.092,0.967,16.5,0,N,support,0
PC101958,2023-08-13,suburban,plus,organic,28.0,506,60.28,1,10,1,0.153,26.78,0.213,72.2,0.135,0.856,46.8,0,Y,support,0
PC101606,2023-11-23,metro,basic,paid_search,37.0,404,80.6,10,10,0,0.09,12.77,0.33,34.4,0.021,0.907,7.3,0,N,support,0
PC100162,2024-01-27,suburban,plus,organic,44.0,339,55.0,11,17,2,0.237,22.72,0.399,65.2,0.052,0.903,22.5,1,Y,price,1
PC101478,2024-01-10,metro,plus,social,48.0,356,51.99,12,16,1,0.088,4.13,0.284,49.2,0.028,1.078,11.9,1,N,support,1
PC101896,2023-06-01,metro,basic,referral,36.0,579,36.23,3,8,0,0.274,16.47,0.069,27.9,0.107,0.929,24.9,0,N,support,0
PC100702,2024-01-27,rural,basic,organic,35.0,339,36.13,10,10,0,0.086,20.99,0.104,61.5,0.119,1.18,16.8,0,Y,support,0
PC100936,2024-08-05,rural,plus,affiliate,61.0,148,59.39,7,8,2,0.188,16.94,0.432,44.5,0.065,0.977,26.6,0,N,support,0
PC100276,2024-04-15,suburban,plus,social,42.0,260,82.18,9,13,0,0.176,30.44,1.4,90.4,0.08,0.914,30.1,1,N,variety,1
PC101474 ,2024-11-09,metro,premium,organic,18.0,52,48.84,16,17,0,0.046,28.74,0.312,58.5,0.014,1.081,27.3,0,N,support,0
PC100924,2024-02-27,metro,plus,organic,18.0,308,30.07,9,10,0,0.349,27.13,0.199,79.3,0.028,1.156,10.7,0,N,support,0
PC101076,2024-03-08,metro,premium,paid_search,38.0,298,52.23,13,14,0,0.092,33.74,0.088,63.1,0.142,1.15,31.3,1,Y,variety,1
PC101387,2024-12-01,metro,basic,organic,53.0,30,71.21,8,11,0,0.269,44.67,0.096,38.1,0.035,1.118,14.1,1,N,support,1
PC100296,2024-07-29,suburban,premium,referral,18.0,155,75.58,6,9,0,0.174,15.53,0.342,61.7,0.005,0.87,26.2,0,N,support,0
PC101927,2024-08-16,suburban,basic,paid_search,39.0,137,76.9,1,8,0,0.234,45.98,0.18,68.4,0.104,1.041,40.9,0,N,support,0
PC100611,2024-03-31,metro,plus,social,38.0,275,45.85,10,8,0,0.057,29.22,0.72,60.6,0.037,1.091,18.7,0,Y,support,1
PC101665,2023-10-27,suburban,plus,social,52.0,431,40.45,6,15,0,0.019,6.76,0.232,51.0,0.042,0.941,19.5,0,N,support,0
PC100753,2024-08-18,metro,premium,paid_search,38.0,135,19.36,11,14,1,0.017,2.05,0.04,83.1,0.147,1.046,14.8,0,N,support,0
PC101619,2023-10-28,metro,basic,referral,52.0,430,99.03,13,7,1,0.113,11.31,0.146,95.6,0.074,1.087,22.7,0,N,support,0
PC101127,2024-02-23,metro,plus,paid_search,41.0,312,83.59,6,7,2,0.25,18.13,0.446,22.4,0.066,1.07,21.4,0,N,support,0
PC100025,2023-07-16,rural,plus,social,49.0,534,77.12,6,9,0,0.462,25.38,0.079,69.0,0.06,0.85,30.7,1,N,support,1
PC101321,2024-02-25,suburban,basic,referral,28.0,310,102.57,7,10,1,0.191,24.77,0.2,68.0,0.033,1.032,71.9,0,N,support,1
PC101004,2023-12-02,metro,plus,organic,25.0,395,52.17,8,12,1,0.09,6.26,0.498,69.3,0.043,0.801,17.6,0,N,support,0
PC101894,2024-08-01,metro,plus,paid_search,41.0,152,40.6,10,11,1,0.235,12.91,0.307,82.4,0.047,1.073,21.8,0,N,support,0
PC101405,2024-04-06,metro,plus,referral,19.0,269,89.63,4,14,2,0.048,38.28,0.195,95.6,0.257,0.907,38.0,0,Y,support,1
PC101604,2024-08-01,metro,basic,paid_search,32.0,152,24.38,9,6,1,0.298,22.22,0.331,57.1,0.108,0.819,21.5,1,Y,support,1
PC101560,2024-06-06,suburban,basic,paid_search,24.0,208,53.61,3,3,2,0.065,8.3,0.232,48.0,0.154,1.105,47.9,1,N,late delivery,1
PC100320,2024-06-11,rural,plus,organic,35.0,203,105.34,5,11,1,0.14,16.73,0.37,63.2,0.049,1.005,29.5,0,N,support,0
PC100375,2024-06-27,rural,plus,paid_search,30.0,187,132.53,5,14,0,0.237,23.45,0.131,91.2,0.003,0.931,39.0,0,Y,support,1
PC100264,2024-11-10,suburban,basic,paid_search,37.0,51,143.34,6,14,1,0.147,18.42,0.653,58.5,1.2,1.078,25.0,1,Y,support,1
PC101763,2023-10-18,rural,premium,social,65.0,440,43.32,11,10,0,0.251,18.77,0.262,39.4,0.13,1.159,9.3,0,N,support,0
PC100348,2024-08-05,rural,basic,referral,33.0,148,52.19,10,14,0,0.07,8.84,0.227,73.1,0.065,1.163,4.5,0,N,support,0
PC101724,2024-06-26,suburban,basic,social,33.0,188,55.83,6,8,0,0.095,13.59,0.169,73.8,0.002,1.234,20.7,0,Y,support,0
PC100439,2024-08-15,rurral,basic,organic,42.0,138,46.67,7,16,1,0.078,36.01,0.093,54.9,0.037,0.9,29.4,1,Y,support,1
PC101703,2023-12-17,metro,basic,referral,52.0,380,30.49,5,13,2,0.098,12.5,0.15,57.0,0.12,0.99,22.0,0,N,support,0
PC100539,2023-08-29,metro,plus,affiliate,32.0,490,22.83,6,9,1,0.389,25.37,0.428,39.4,0.065,0.908,33.1,0,N,support,0
PC101386,2024-10-09,metro,basic,paid_search,44.0,83,62.53,8,10,1,0.02,27.81,0.25,48.5,0.041,1.236,42.8,0,N,support,0
PC102040,2024-03-11,metro,premium,organic,33.0,295,66.85,8,11,0,0.073,11.01,0.372,80.3,0.027,1.139,18.2,0,N,support,0
PC101329,2024-08-16,metro,basic,referral,35.0,137,51.99,8,8,0,0.164,19.05,0.318,61.2,1.2,0.983,44.1,0,N,support,1
PC100477,2024-05-08,metro,plus,affiliate,47.0,237,54.9,3,13,1,0.228,17.72,0.559,70.0,0.182,1.149,31.9,0,Y,support,0
PC101566,2024-10-14,metro,basic,social,18.0,78,70.57,10,12,0,0.148,13.56,0.122,33.9,0.4,0.89,7.8,0,N,support,1
PC101917,2024-08-06,suburban,basic,paid_search,52.0,147,25.72,8,10,2,0.041,10.61,0.272,68.1,0.065,0.961,7.7,0,N,support,0
PC100212,2024-05-05,rural,basic,social,38.0,240,38.64,9,15,1,0.391,22.6,0.375,78.9,0.074,1.014,14.9,0,N,support,0
PC100328,2024-08-03,metro,plus,social,42.0,150,100.62,5,10,1,0.202,15.46,0.072,85.3,0.108,1.071,35.1,0,N,support,0
PC100759,2024-07-24,metro,basic,organic,62.0,160,107.38,8,16,3,0.145,36.76,0.202,45.4,0.127,1.037,20.7,0,N,support,1
PC101373,2024-09-16,rural,plus,paid_search,23.0,106,46.3,9,13,1,0.274,33.01,0.2,61.4,0.127,1.127,24.4,0,N,support,0
PC100181,2024-02-26,metro,plus,referral,40.0,309,105.36,9,8,0,0.03,11.27,0.321,74.7,0.001,1.076,16.5,0,N,support,0
PC101058,2024-04-02,suburban,basic,referral,32.0,273,16.15,13,18,1,0.188,25.18,0.175,79.3,0.053,0.957,45.5,0,N,support,0
PC100202,2024-05-16,metro,basic,organic,25.0,229,70.85,1,7,1,0.082,12.0,0.201,31.0,0.129,0.898,75.5,0,N,support,1
PC100430 ,2024-05-02,suburban,basic,organic,20.0,243,39.23,8,9,0,0.117,5.82,0.335,52.8,0.013,1.166,44.9,0,N,support,0
PC101138,2024-04-14,metro,basic,paid_search,32.0,261,53.7,11,11,0,0.091,14.39,0.242,67.8,0.029,1.093,17.2,0,N,support,0
PC100301,2024-06-28,metro,basic,organic,42.0,186,44.67,7,12,0,0.163,18.31,0.164,58.2,0.068,1.03,24.8,0,N,support,0
PC101306,2023-12-18,rural,plus,organic,43.0,379,50.36,5,10,1,0.126,13.69,0.172,61.7,0.037,0.915,18.4,1,Y,support,1
PC101247,2024-01-31,SUBURB,basic,organic,43.0,335,31.97,3,10,1,0.108,24.37,0.202,73.8,0.19,0.991,57.5,0,N,support,0
PC101660,2023-08-23,metro,basic,social,50.0,496,51.92,5,14,0,0.191,18.65,0.167,58.7,0.026,1.105,53.0,0,N,support,0
PC100509,2023-09-11,metro,premium,paid_search,23.0,477,26.08,10,14,0,0.175,38.71,0.192,71.1,0.075,1.144,22.0,0,N,support,0
PC100404,2024-06-10,metro,basic,social,44.0,204,58.79,6,15,2,0.01,29.45,0.213,63.7,0.089,0.926,33.5,0,N,support,0
PC101144,2023-04-04,rural,basic,paid_search,37.0,637,47.92,6,10,1,0.088,33.29,0.292,62.7,0.116,0.935,33.6,0,Y,support,0
PC100862,2023-11-20,suburban,basic,social,32.0,407,64.56,9,11,1,0.04,22.32,0.315,100.0,0.216,1.147,13.7,0,N,support,0
PC101339,2024-01-17,suburban,basic,affiliate,32.0,349,48.15,6,12,0,0.276,19.73,0.47,74.4,0.043,1.029,22.0,0,N,support,0
PC100385,2024-03-06,metro,basic,affiliate,44.0,300,39.73,8,11,1,0.159,7.27,0.268,76.5,0.05,1.017,20.2,0,N,support,0
PC100258,2024-01-24,metro,basic,organic,18.0,342,122.27,16,11,0,0.134,18.27,0.454,72.1,0.024,0.871,34.6,0,N,support,1
PC101762,2024-08-20,metro,plus,organic,38.0,133,34.76,7,7,0,0.291,18.27,0.217,68.9,0.07,0.995,20.8,0,N,support,0
PC100889,2024-05-11,rural,basic,affiliate,45.0,234,74.95,6,11,3,0.428,32.62,0.457,48.3,0.054,1.179,28.3,0,N,support,1
PC101133,2023-03-23,suburban,basic,referral,42.0,649,34.4,10,9,1,0.497,34.51,0.143,64.2,0.128,0.966,21.4,0,N,support,1
PC100609,2024-03-08,metro,plus,organic,42.0,298,36.24,5,8,1,0.07,15.44,0.153,32.1,0.053,0.938,53.3,1,Y,variety,1
PC102045,2023-07-31,rural,basic,organic,52.0,519,44.86,8,15,1,0.144,13.91,0.251,40.7,0.076,1.004,17.1,0,N,support,0
PC101650,2024-04-21,metro,plus,organic,44.0,254,37.63,9,10,0,0.299,16.62,0.149,65.2,0.172,1.081,51.9,0,N,support,0
PC100391,2024-08-10,suburban,plus,organic,47.0,143,84.16,8,14,0,0.043,11.8,0.151,44.3,0.022,1.0,27.7,0,N,support,0
PC101629,2024-04-21,suburban,basic,referral,44.0,254,115.97,3,8,1,0.281,22.74,0.234,51.1,0.174,0.959,54.2,0,N,support,1
PC101165,2024-08-01,metro,plus,paid_search,53.0,152,59.26,7,10,1,0.233,9.95,0.217,72.1,0.125,0.871,23.1,0,N,support,0
PC101457,2023-07-22,metro,premium,referral,32.0,528,59.67,15,20,2,0.063,9.39,0.159,44.9,0.065,1.076,22.0,0,N,support,0
PC101038,2024-05-19,metro,basic,organic,53.0,226,50.09,13,15,0,0.044,11.46,0.196,87.8,0.011,1.103,25.0,1,N,price,1
PC100896,2024-10-08,suburban,basic,affiliate,48.0,84,52.93,9,18,3,0.512,33.75,0.414,41.5,0.108,1.053,13.7,1,Y,price,1
PC101716,2024-10-17,rural,plus,referral,61.0,75,45.08,8,15,4,0.601,33.89,0.193,46.8,0.211,1.008,8.7,0,N,support,1
PC100446,2024-06-30,suburban,plus,social,36.0,184,30.75,6,11,4,0.084,29.23,0.372,53.8,0.281,0.892,29.5,1,Y,variety,1
PC100137,2024-07-07,metro,premium,referral,38.0,177,69.88,8,11,1,0.045,13.47,0.143,75.5,0.041,1.05,16.8,0,N,support,0
PC101648,2024-04-13,rural,plus,organic,37.0,262,57.11,12,15,1,0.518,25.15,0.008,61.6,0.116,1.067,34.9,1,N,late delivery,1
PC100010,2024-11-22,metro,plus,referral,36.0,39,51.99,4,9,1,0.127,7.15,0.345,69.4,0.252,1.112,26.1,0,N,support,1
PC101253,2024-05-19,rural,basic,social,44.0,226,68.95,8,10,1,0.088,10.05,0.177,71.0,0.022,1.141,27.9,0,N,support,0
PC100907,2024-06-16,metro,basic,social,44.0,198,45.45,8,14,0,0.013,17.63,0.219,76.8,0.07,0.942,43.3,0,N,support,0
PC100284,2023-12-21,rural,basic,paid_search,34.0,376,50.54,12,10,0,0.193,16.4,0.181,60.4,0.138,1.074,0.8,0,N,support,0
PC100783,2024-06-01,metro,basic,social,36.0,213,79.99,8,11,0,0.102,11.51,0.247,48.9,0.08,0.849,43.3,0,Y,support,0
PC101019,2023-07-16,metro,basic,organic,35.0,534,32.4,8,11,0,0.358,22.66,0.214,72.7,0.03,0.957,12.5,0,N,support,0
PC100476,2023-08-05,metro,plus,organic,44.0,514,30.44,3,7,2,0.223,26.5,0.125,35.6,0.052,0.986,75.4,0,N,support,1
PC101074,2024-09-10,metro,plus,paid_search,38.0,112,41.55,11,15,2,0.016,9.35,0.359,61.7,0.055,0.977,46.0,0,N,support,0
PC100716,2024-05-19,rural,plus,social,50.0,226,40.21,1,12,1,0.258,31.92,0.339,63.1,0.08,0.975,75.5,0,N,support,1
PC100823,2023-06-28,metro,basic,social,24.0,552,78.77,3,7,1,0.114,11.91,0.108,21.5,0.062,0.85,103.9,1,Y,support,1
PC100890,2024-08-18,rural,basic,paid_search,41.0,135,45.31,10,12,5,0.383,28.45,0.125,35.9,0.224,1.014,31.2,0,N,support,1
PC102148,2024-07-05,metro,plus,organic,35.0,179,64.32,10,14,1,0.573,40.62,0.1,70.5,0.028,1.161,27.3,0,N,support,1
PC100336,2023-09-14,metro,plus,organic,44.0,474,44.31,6,11,0,0.084,12.01,0.295,43.6,0.137,0.897,44.6,0,N,support,0
PC101506,2024-06-10,rural,basic,social,59.0,204,53.82,15,13,1,0.174,16.97,0.119,100.0,0.073,1.116,8.8,1,Y,variety,1
PC101696,2024-03-20,suburban,basic,social,33.0,286,65.55,9,10,0,0.143,28.48,0.222,48.2,0.048,1.167,39.1,0,N,support,0
PC101532,2024-06-19,metro,premium,referral,22.0,195,26.01,11,21,1,0.183,24.53,0.168,89.7,0.184,1.008,23.5,0,N,support,0
PC101811,2024-09-04,metro,plus,paid_search,37.0,118,35.24,7,13,1,0.024,27.68,0.056,55.5,0.176,0.942,26.1,0,N,support,0
PC100480,2024-08-13,metro,plus,paid_search,37.0,140,54.2,6,5,2,0.024,24.3,0.294,49.1,0.079,1.225,45.4,0,N,support,0
