PROVINCE,REGION,SECTOR,TSIC-2_dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS_SIZE,NUMBER_of_MSME,DATA_SOURCE,YEAR,is_return,is_cancellation,is_outlier,revenue
Trat,East,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,365,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Trat,East,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,69,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Trat,East,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Trat,East,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,157,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Trat,East,J,50,Information and communication,5055,Information and communication - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Trat,East,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Trat,East,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,176,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Trat,East,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,46,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Trat,East,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,307,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,65,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,389,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,83,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,21,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,475,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,118,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,26,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,363,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,74,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,142,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,J,50,Information and communication,5055,Information and communication - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,212,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,51,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Prachinburi,East,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,323,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,76,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,490,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,102,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,22,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,460,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,125,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,27,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,376,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,91,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,175,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,J,50,Information and communication,5055,Information and communication - small establishments,Small,34,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,238,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,53,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sa Kaeo,East,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,198,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,46,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,288,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,378,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,83,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,227,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,103,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,26,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,145,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Mai,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,189,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,48,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,310,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,69,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,324,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,75,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,224,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,63,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,112,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,157,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Chiang Rai,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,208,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,51,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,287,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,68,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,331,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,85,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,253,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,114,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,22,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,132,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,33,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lamphun,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,165,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,37,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,261,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,49,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,263,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,63,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,189,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,42,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,81,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,20,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,120,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,26,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Lampang,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,147,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,35,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,198,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,47,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,229,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,61,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,165,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,43,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,71,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,18,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,105,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,23,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Mae Hong Son,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,159,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,35,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,216,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,272,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,187,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,46,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,89,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,19,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,104,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phayao,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,200,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,42,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,287,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,57,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,309,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,71,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,17,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,200,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,57,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,106,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,23,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,144,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
