StockCode,product_month,monthly_quantity,monthly_revenue,monthly_invoices,monthly_customers,avg_price,grain
22767,2011-12,25,248.75,9,8,9.95,product_month
22768,2010-10,90,895.5,37,33,9.95,product_month
22768,2010-11,202,1920.58,57,50,9.91,product_month
22768,2010-12,117,1211.62,24,19,12.204146341463414,product_month
22768,2011-01,69,670.6,22,19,11.202272727272726,product_month
22768,2011-02,29,288.54999999999995,13,13,9.95,product_month
22768,2011-03,53,524.17,22,21,10.79409090909091,product_month
22768,2011-04,37,344.95,12,12,9.829166666666666,product_month
22768,2011-05,50,497.5,16,15,9.95,product_month
22768,2011-06,42,420.52,17,15,11.042352941176471,product_month
22768,2011-07,43,427.84999999999997,17,17,9.95,product_month
22768,2011-08,40,408.01,19,19,10.4505,product_month
22768,2011-09,208,1578.1,17,15,10.577058823529413,product_month
22768,2011-10,77,826.2099999999999,34,32,10.808,product_month
22768,2011-11,94,995.36,36,30,11.618333333333332,product_month
22768,2011-12,46,474.54,11,8,12.548181818181819,product_month
22769,2010-10,144,2737.87,22,19,25.221818181818183,product_month
22769,2010-11,19,552.26,15,12,30.163999999999998,product_month
22769,2010-12,15,454.53000000000003,7,4,35.87,product_month
22769,2011-01,1,51.02,1,1,51.02,product_month
22770,2010-10,3,44.849999999999994,2,2,14.95,product_month
22770,2010-11,15,239.09,7,7,17.07,product_month
22770,2010-12,8,119.6,4,4,14.949999999999998,product_month
22770,2011-01,5,88.97,5,5,17.794,product_month
22770,2011-02,10,163.72,7,6,16.981428571428573,product_month
22770,2011-03,12,250.5,6,5,19.69,product_month
22770,2011-04,5,88.97,5,5,17.794,product_month
22770,2011-05,8,119.6,6,6,14.949999999999998,product_month
22770,2011-06,5,74.75,4,4,14.95,product_month
22770,2011-07,4,74.02,4,4,18.505,product_month
22770,2011-08,8,119.6,4,4,14.95,product_month
22770,2011-09,11,146.85,3,3,14.216666666666667,product_month
22770,2011-10,11,164.45,7,7,14.95,product_month
22770,2011-11,7,104.64999999999999,5,5,14.95,product_month
22770,2011-12,2,29.9,2,2,14.95,product_month
22771,2010-10,346,438.98,27,23,1.3522222222222222,product_month
22771,2010-11,604,777.66,44,34,1.3867391304347827,product_month
22771,2010-12,613,739.85,22,16,1.5265714285714285,product_month
22771,2011-01,350,460.07,26,20,1.5403846153846152,product_month
22771,2011-02,685,910.66,37,25,1.59,product_month
22771,2011-03,562,859.24,40,29,1.524761904761905,product_month
22771,2011-04,687,920.56,42,30,1.557857142857143,product_month
22771,2011-05,533,748.53,42,27,1.5393478260869566,product_month
22771,2011-06,656,845.23,41,28,1.5269767441860465,product_month
22771,2011-07,426,620.73,29,19,1.576551724137931,product_month
22771,2011-08,599,787.47,41,29,1.4188372093023256,product_month
22771,2011-09,571,838.38,44,27,1.6075000000000002,product_month
22771,2011-10,468,596.54,25,18,1.5659999999999998,product_month
22771,2011-11,585,830.4399999999999,42,29,1.6727272727272726,product_month
22771,2011-12,77,127.85,10,7,1.8170000000000002,product_month
22772,2010-10,247,339.17,24,17,1.5225,product_month
22772,2010-11,337,459.05,36,24,1.635,product_month
22772,2010-12,473,564.85,19,14,1.5815151515151515,product_month
22772,2011-01,247,332.43,22,15,1.645909090909091,product_month
22772,2011-02,665,777.6800000000001,26,20,1.4542307692307692,product_month
22772,2011-03,424,544.95,19,14,1.5735,product_month
22772,2011-04,193,263.31,17,15,1.4523529411764706,product_month
22772,2011-05,309,451.59000000000003,21,12,1.8261904761904764,product_month
22772,2011-06,474,617.73,26,15,1.691111111111111,product_month
22772,2011-07,200,280.39,21,13,1.5713636363636363,product_month
22772,2011-08,201,297.23,21,11,1.7685714285714287,product_month
22772,2011-09,249,351.18,18,14,1.5861111111111112,product_month
22772,2011-10,248,417.39,19,12,1.7538095238095237,product_month
22772,2011-11,276,415.01,20,12,1.7956521739130433,product_month
22772,2011-12,37,80.65,5,2,2.55,product_month
22773,2010-10,210,275.28,20,15,1.451,product_month
22773,2010-11,107,156.43,16,10,1.80125,product_month
22773,2010-12,424,496.03999999999996,18,15,1.583793103448276,product_month
22773,2011-01,169,255.5,17,11,1.7623529411764707,product_month
22773,2011-02,171,227.22,19,13,1.5068421052631578,product_month
22773,2011-03,217,331.45,19,16,1.5205,product_month
22773,2011-04,230,292.34,18,15,1.3136842105263158,product_month
22773,2011-05,141,189.56,18,12,1.5861111111111112,product_month
22773,2011-06,149,193.51,15,9,1.492,product_month
22773,2011-07,128,173.31,12,10,1.5292307692307692,product_month
22773,2011-08,74,103.39,10,7,1.734,product_month
22773,2011-09,179,227.0,15,13,1.453125,product_month
22773,2011-10,138,173.71,13,11,1.3364285714285715,product_month
22773,2011-11,116,166.78,13,10,1.6223076923076922,product_month
22773,2011-12,42,59.76,4,4,1.5525,product_month
22774,2010-10,277,347.69,21,19,1.2614285714285713,product_month
22774,2010-11,272,386.62,23,16,1.5650000000000002,product_month
22774,2010-12,564,701.28,18,12,1.5618518518518518,product_month
22774,2011-01,98,131.66,9,4,1.6800000000000002,product_month
22774,2011-02,345,420.76,17,12,1.6388888888888888,product_month
22774,2011-03,308,380.1,14,11,1.5850000000000002,product_month
22774,2011-04,114,144.92,11,11,1.36,product_month
22774,2011-05,29,56.82,3,2,2.0566666666666666,product_month
22774,2011-06,298,382.0,9,6,1.6322222222222222,product_month
22774,2011-07,77,114.53999999999999,11,6,1.8927272727272728,product_month
22774,2011-08,54,69.92,6,6,1.4516666666666669,product_month
22774,2011-09,126,164.76,8,7,1.40125,product_month
22774,2011-10,218,287.02,15,10,1.476875,product_month
22774,2011-11,189,253.19,18,11,1.6321052631578947,product_month
22774,2011-12,12,15.0,1,1,1.25,product_month
22775,2010-10,267,361.65,19,17,1.3952631578947368,product_month
22775,2010-11,285,389.01,28,19,1.525625,product_month
22775,2010-12,292,381.38,16,14,1.43,product_month
22775,2011-01,160,237.32,17,9,1.708235294117647,product_month
22775,2011-02,411,534.14,21,13,1.6263636363636365,product_month
22775,2011-03,127,213.13,15,10,1.7719999999999998,product_month
22775,2011-04,339,409.05,15,11,1.61625,product_month
22775,2011-05,67,133.36,10,4,2.097,product_month
22775,2011-06,278,395.9,23,16,1.5656521739130433,product_month
22775,2011-07,354,479.83000000000004,19,11,1.8131578947368423,product_month
22775,2011-08,287,445.87,23,10,1.734,product_month
22775,2011-09,222,367.04,22,9,1.91,product_month
22775,2011-10,341,490.04,21,14,1.6303225806451613,product_month
22775,2011-11,388,569.12,29,13,1.8254838709677421,product_month
22775,2011-12,85,124.47,6,5,1.7916666666666667,product_month
22776,2010-10,191,1844.69,55,48,10.307999999999998,product_month
22776,2010-11,273,2606.99,100,91,10.146899999999999,product_month
22776,2010-12,139,1421.21,32,27,11.648431372549018,product_month
22776,2011-01,128,1245.49,44,39,10.728181818181817,product_month
22776,2011-02,114,1109.98,33,28,11.550303030303029,product_month
22776,2011-03,181,1790.85,64,51,11.40078125,product_month
22776,2011-04,81,831.2099999999999,38,33,11.19078947368421,product_month
22776,2011-05,127,1366.37,57,48,11.505087719298245,product_month
22776,2011-06,114,1124.8899999999999,46,41,10.709148936170212,product_month
22776,2011-07,78,781.3399999999999,40,35,10.878499999999999,product_month
22776,2011-08,49,550.23,23,21,10.757391304347825,product_month
22776,2011-09,87,918.3199999999999,45,39,11.224130434782607,product_month
22776,2011-10,94,1175.54,48,40,11.409791666666665,product_month
22776,2011-11,84,988.5699999999999,50,33,12.523599999999998,product_month
22776,2011-12,23,328.95,16,9,14.955,product_month
22777,2010-10,19,151.3,6,6,8.358333333333333,product_month
22777,2010-11,86,752.99,36,27,9.593157894736843,product_month
22777,2010-12,71,683.14,14,8,11.853181818181817,product_month
22777,2011-01,31,278.03999999999996,14,12,10.206428571428571,product_month
22777,2011-02,133,1089.55,17,14,9.784705882352942,product_month
22777,2011-03,18,177.39,10,7,10.939,product_month
22777,2011-04,16,125.8,2,2,8.075,product_month
22777,2011-07,109,833.85,1,1,7.65,product_month
22778,2010-10,72,275.48,15,15,4.214,product_month
22778,2010-11,92,422.16,36,23,5.258421052631579,product_month
22778,2010-12,167,664.65,19,10,5.5326666666666675,product_month
22778,2011-01,60,249.78,18,13,5.375555555555555,product_month
22778,2011-02,108,460.47999999999996,19,11,5.9468421052631575,product_month
22778,2011-03,34,146.9,5,3,6.441999999999998,product_month
22778,2011-04,75,255.93,3,3,3.5766666666666667,product_month
22778,2011-05,92,327.41999999999996,11,10,4.191818181818181,product_month
22778,2011-06,46,172.6,8,6,4.37,product_month
22778,2011-07,17,101.86999999999999,10,5,6.553999999999999,product_month
22778,2011-08,91,332.57,11,11,3.9069230769230767,product_month
22778,2011-09,58,215.66,10,10,3.8940000000000006,product_month
22778,2011-10,50,197.5,16,16,3.95,product_month
22778,2011-11,83,296.49,13,13,3.87,product_month
22779,2010-10,50,212.5,9,9,4.25,product_month
22779,2010-11,149,633.25,35,33,4.25,product_month
22779,2010-12,794,2812.58,17,16,4.1044,product_month
22779,2011-01,62,221.26,4,4,4.03,product_month
22779,2011-02,140,528.76,13,12,4.1438461538461535,product_month
22779,2011-03,106,426.5,14,14,4.216666666666667,product_month
22779,2011-04,61,217.01,4,4,4.03,product_month
22779,2011-05,130,486.26,11,11,4.135,product_month
22779,2011-06,68,246.76,5,5,4.074,product_month
22779,2011-07,73,268.01,6,5,4.1033333333333335,product_month
22779,2011-08,46,195.5,10,10,4.25,product_month
22779,2011-09,105,422.25,14,13,4.214285714285714,product_month
22779,2011-10,121,490.25,20,19,4.226190476190476,product_month
22779,2011-11,100,425.0,25,23,4.25,product_month
22779,2011-12,19,80.75,6,6,4.25,product_month
22780,2010-10,71,295.75,15,15,4.216666666666667,product_month
22780,2010-11,208,836.0,32,28,4.235294117647059,product_month
22780,2010-12,655,2269.83,8,7,4.046923076923077,product_month
22780,2011-01,23,97.75,7,7,4.25,product_month
22780,2011-02,199,755.51,17,16,4.139411764705883,product_month
22780,2011-03,99,396.75,13,13,4.214285714285714,product_month
22780,2011-04,61,217.01,5,4,4.074,product_month
22780,2011-05,116,426.76,7,7,4.052857142857143,product_month
22780,2011-06,57,200.01,6,6,4.1033333333333335,product_month
22780,2011-07,90,340.26,9,8,4.152222222222222,product_month
22780,2011-08,13,55.25,4,4,4.25,product_month
22780,2011-09,108,435.0,17,16,4.220588235294118,product_month
22780,2011-10,48,204.0,13,13,4.25,product_month
22780,2011-11,84,357.0,21,20,4.25,product_month
22780,2011-12,18,76.5,5,5,4.25,product_month
22781,2010-10,74,556.59,21,19,8.567727272727273,product_month
22781,2010-11,172,1312.98,54,45,8.431111111111111,product_month
22781,2010-12,63,542.99,21,16,9.557500000000001,product_month
22781,2011-01,47,361.68,13,10,9.19846153846154,product_month
22781,2011-02,31,259.08000000000004,16,14,9.020625,product_month
22781,2011-03,55,435.70000000000005,18,13,9.174444444444445,product_month
22781,2011-04,61,434.25,15,14,7.53,product_month
22781,2011-05,28,258.06,13,9,10.461538461538462,product_month
22781,2011-06,102,754.75,23,18,9.082608695652175,product_month
22781,2011-07,44,322.31,12,12,8.109166666666667,product_month
22781,2011-08,37,308.8,14,9,10.196428571428571,product_month
22781,2011-09,52,474.72,22,14,10.931818181818182,product_month
22781,2011-10,45,406.55,20,13,10.529,product_month
22781,2011-11,63,635.46,35,21,10.695833333333333,product_month
22781,2011-12,16,195.5,10,5,12.767,product_month
22782,2010-10,2,49.9,2,2,24.95,product_month
22782,2010-11,11,262.45,8,8,24.575,product_month
22782,2010-12,68,676.5999999999999,11,9,9.95,product_month
22782,2011-01,78,881.0999999999999,20,20,13.7,product_month
22782,2011-02,40,494.0,2,2,15.95,product_month
22782,2011-03,3,74.85,3,3,24.95,product_month
22782,2011-04,5,124.75,4,4,24.95,product_month
22782,2011-05,2,49.9,2,2,24.95,product_month
22782,2011-06,13,312.35,8,8,24.575,product_month
22782,2011-07,9,212.54999999999998,5,5,24.35,product_month
22782,2011-08,2,49.9,2,2,24.95,product_month
22782,2011-09,4,99.8,4,3,24.95,product_month
22782,2011-10,4,99.8,4,4,24.95,product_month
22782,2011-11,8,199.6,7,7,24.95,product_month
22782,2011-12,5,124.75,2,2,24.95,product_month
22783,2010-10,8,147.6,4,4,19.2,product_month
22783,2010-11,11,207.45,8,7,19.575,product_month
22783,2010-12,51,597.45,12,12,14.8875,product_month
22783,2011-01,47,445.65,11,11,12.313636363636363,product_month
22783,2011-02,12,162.58,4,4,21.745,product_month
22783,2011-03,5,87.75,2,2,18.45,product_month
22783,2011-05,80,1356.0,1,1,16.95,product_month
22783,2011-06,275,3439.4700000000003,3,2,14.969999999999999,product_month
22784,2010-10,68,317.46999999999997,16,16,5.183529411764706,product_month
22784,2010-11,212,1053.63,54,50,5.434259259259259,product_month
22784,2010-12,117,649.66,25,20,6.45,product_month
22784,2011-01,54,258.9,13,13,4.903333333333333,product_month
22784,2011-02,77,393.31,21,18,5.750952380952381,product_month
22784,2011-03,116,549.0,31,30,4.886363636363637,product_month
22784,2011-04,93,461.07,27,22,5.547037037037037,product_month
22784,2011-05,120,552.0,23,23,4.804166666666666,product_month
22784,2011-06,188,865.04,28,26,5.006551724137931,product_month
22784,2011-07,93,501.95,23,20,5.650869565217391,product_month
22784,2011-08,137,651.8299999999999,17,14,5.761578947368421,product_month
22784,2011-09,110,530.06,23,20,5.59,product_month
22784,2011-10,49,283.43,21,16,6.618571428571429,product_month
22784,2011-11,131,735.85,36,27,6.45,product_month
22784,2011-12,33,180.87,11,10,6.542727272727273,product_month
22785,2010-10,114,751.5600000000001,26,21,7.506153846153846,product_month
22785,2010-11,53,367.98,22,22,7.215,product_month
22785,2010-12,45,334.44,15,12,8.084347826086956,product_month
22785,2011-01,15,101.13,7,5,7.075714285714286,product_month
22785,2011-02,10,67.5,4,4,6.75,product_month
22785,2011-03,15,101.25,5,5,6.75,product_month
22785,2011-04,4,27.0,3,3,6.75,product_month
22785,2011-06,8,57.55,4,3,7.105,product_month
22785,2011-07,17,125.39999999999999,9,2,7.381111111111112,product_month
22785,2011-08,1,6.75,1,1,6.75,product_month
22785,2011-09,5,33.75,2,2,6.75,product_month
22785,2011-10,9,70.63,7,7,8.161428571428571,product_month
22785,2011-11,8,83.64,8,7,10.455,product_month
22785,2011-12,123,190.01,9,9,3.5699999999999994,product_month
22786,2010-10,59,351.05,18,15,5.95,product_month
22786,2010-11,67,439.37,27,25,6.968,product_month
22786,2010-12,21,145.31,8,7,7.646666666666667,product_month
22786,2011-01,21,114.95,4,4,5.7,product_month
22786,2011-02,19,113.05,7,6,5.95,product_month
22786,2011-03,21,154.47,7,4,8.76142857142857,product_month
22786,2011-04,4,23.8,1,1,5.95,product_month
22786,2011-07,4,43.48,2,2,10.87,product_month
22786,2011-08,1,5.95,1,1,5.95,product_month
22786,2011-09,7,51.489999999999995,3,3,9.229999999999999,product_month
22786,2011-10,8,57.44,5,5,7.918000000000001,product_month
22786,2011-11,7,71.17,6,5,10.87,product_month
22786,2011-12,16,29.4,3,3,2.8166666666666664,product_month
22788,2010-10,228,1617.2,7,7,9.290000000000001,product_month
22788,2010-11,28,299.46,17,16,11.17705882352941,product_month
22788,2010-12,44,503.84,13,8,14.0495,product_month
22788,2011-01,31,350.08,10,6,14.852,product_month
22788,2011-02,31,328.46999999999997,15,13,11.284666666666665,product_month
22788,2011-03,15,149.25,7,7,9.95,product_month
22788,2011-04,15,159.26,10,7,10.950999999999999,product_month
22788,2011-05,93,655.9000000000001,4,4,9.157499999999999,product_month
22788,2011-06,1,9.95,1,1,9.95,product_month
22789,2010-10,234,436.96,28,26,2.005333333333333,product_month
22789,2010-11,168,341.15999999999997,30,27,2.086969696969697,product_month
22789,2010-12,49,106.85,8,7,2.5663636363636364,product_month
22789,2011-01,160,302.4,26,25,1.9392857142857143,product_month
22789,2011-02,77,154.29,12,11,2.2883333333333336,product_month
22789,2011-03,129,242.93,14,14,2.084285714285714,product_month
22789,2011-04,98,185.85999999999999,13,13,2.084285714285714,product_month
22789,2011-05,68,141.32,12,11,2.1316666666666664,product_month
22789,2011-06,61,118.95,12,12,1.9499999999999997,product_month
22789,2011-07,65,131.10999999999999,11,10,2.346363636363636,product_month
22789,2011-08,44,85.8,3,3,1.95,product_month
22789,2011-09,48,91.2,7,6,1.9124999999999999,product_month
22789,2011-10,46,94.06,10,9,2.386,product_month
22789,2011-11,12,29.94,6,5,2.676666666666667,product_month
22789,2011-12,17,35.33,4,4,2.495,product_month
22790,2010-10,200,3884.000000000001,1,1,19.42,product_month
22791,2010-10,290,338.92,11,11,1.3299999999999998,product_month
22791,2010-11,1229,1535.89,78,60,1.471604938271605,product_month
22791,2010-12,1156,1612.4,46,29,1.6891666666666665,product_month
22791,2011-01,426,491.29,16,13,1.508125,product_month
22791,2011-02,444,538.16,25,17,1.6144,product_month
22791,2011-03,384,478.89,16,12,1.453125,product_month
22791,2011-05,640,733.6500000000001,15,13,1.3479999999999999,product_month
22791,2011-06,722,915.45,28,20,1.5993103448275863,product_month
22791,2011-07,743,864.45,20,14,1.384,product_month
22791,2011-08,561,672.78,23,19,1.48,product_month
22791,2011-09,949,1231.69,27,21,1.4685714285714284,product_month
22791,2011-10,590,729.5,37,33,1.3992105263157895,product_month
22791,2011-11,1337,1617.1,71,53,1.4804109589041095,product_month
22791,2011-12,475,576.54,21,18,1.510952380952381,product_month
22792,2010-10,100,88.24,10,8,1.012,product_month
22792,2010-11,616,540.16,46,35,1.0195744680851064,product_month
22792,2010-12,396,374.21999999999997,28,15,1.2425581395348837,product_month
22792,2011-01,92,111.02,10,5,1.321,product_month
22792,2011-02,55,61.56999999999999,7,4,1.2957142857142858,product_month
22792,2011-03,282,295.86,15,11,1.1013333333333333,product_month
22792,2011-04,35,30.529999999999998,5,5,1.0059999999999998,product_month
22792,2011-05,126,121.14,10,7,1.162,product_month
22792,2011-06,141,142.47,8,4,1.24,product_month
22792,2011-07,57,58.589999999999996,10,5,1.305,product_month
22792,2011-08,88,77.91999999999999,8,7,1.045,product_month
22792,2011-09,310,291.58,23,19,1.0070833333333333,product_month
22792,2011-10,223,215.29,23,17,1.0775,product_month
22792,2011-11,819,691.47,44,28,1.1424999999999998,product_month
22792,2011-12,292,280.44,15,10,1.1966666666666665,product_month
22794,2010-10,16,127.2,8,8,7.95,product_month
22794,2010-11,47,359.25,19,19,7.886842105263158,product_month
22794,2010-12,43,399.11,17,15,9.586,product_month
22794,2011-01,32,250.24,13,13,8.46076923076923,product_month
22794,2011-02,34,285.98,17,15,8.872352941176471,product_month
22794,2011-03,38,317.78000000000003,21,20,8.696666666666667,product_month
22794,2011-04,26,214.54,11,11,8.662727272727274,product_month
22794,2011-05,33,309.39,20,14,10.302,product_month
22794,2011-06,32,277.92,18,15,9.256666666666668,product_month
22794,2011-07,18,150.94,9,8,8.821111111111112,product_month
22794,2011-08,20,166.84,12,10,8.603333333333333,product_month
22794,2011-09,24,214.32,16,13,9.42,product_month
22794,2011-10,13,111.19,10,7,8.734,product_month
22794,2011-11,18,150.94,12,12,8.603333333333333,product_month
22794,2011-12,8,63.6,6,5,7.95,product_month
22795,2010-10,146,954.76,38,28,7.192564102564102,product_month
22795,2010-11,244,1676.8,92,67,7.435416666666666,product_month
22795,2010-12,246,1944.32,55,28,9.226543209876544,product_month
22795,2011-01,107,762.89,41,33,7.8409523809523805,product_month
22795,2011-02,51,357.33,21,19,7.372857142857142,product_month
22795,2011-05,96,641.74,21,19,7.023333333333333,product_month
22795,2011-06,92,620.48,32,30,7.13375,product_month
22795,2011-07,97,635.97,22,21,7.308181818181819,product_month
22795,2011-08,96,627.76,26,22,7.571538461538462,product_month
22795,2011-09,202,1306.88,37,31,7.547297297297297,product_month
22795,2011-10,67,491.77,29,25,7.8133333333333335,product_month
22795,2011-11,155,1179.07,61,38,8.593174603174603,product_month
22795,2011-12,67,531.29,23,12,10.092608695652174,product_month
22796,2010-10,114,1093.3799999999999,38,36,10.170526315789473,product_month
22796,2010-11,112,1159.52,46,42,10.43,product_month
22796,2010-12,49,555.23,17,13,12.770000000000001,product_month
22796,2011-01,54,545.93,22,21,10.869545454545454,product_month
22796,2011-02,47,450.25,17,16,9.86470588235294,product_month
22796,2011-03,56,611.4,24,19,12.118,product_month
22796,2011-04,50,497.5,21,21,9.95,product_month
22796,2011-05,55,529.85,18,18,9.869444444444444,product_month
22796,2011-06,31,330.13,20,18,11.033999999999999,product_month
22796,2011-07,49,452.75,14,13,9.742857142857142,product_month
22796,2011-08,36,358.2,14,13,9.95,product_month
22796,2011-09,54,519.9,18,14,9.869444444444444,product_month
22796,2011-10,37,359.45,19,18,9.873684210526315,product_month
22796,2011-11,67,640.55,22,22,9.88695652173913,product_month
22796,2011-12,12,119.39999999999999,6,6,9.95,product_month
22797,2010-10,32,518.4,18,17,16.727777777777774,product_month
22797,2010-11,47,835.8,31,28,18.53548387096774,product_month
22797,2010-12,27,525.85,13,12,20.539473684210527,product_month
22797,2011-01,10,178.55,5,5,19.96,product_month
22797,2011-02,14,253.64,10,9,18.583999999999996,product_month
22797,2011-03,22,311.53999999999996,14,12,17.19214285714286,product_month
22797,2011-04,9,201.57,7,5,23.95285714285714,product_month
22797,2011-05,5,84.75,5,5,16.95,product_month
22797,2011-06,4,84.14,4,4,21.035,product_month
22797,2011-07,37,627.15,7,7,16.95,product_month
22797,2011-08,7,151.32999999999998,6,5,22.396666666666665,product_month
22797,2011-09,5,84.75,3,3,16.95,product_month
22797,2011-10,13,212.35,6,6,16.616666666666664,product_month
22797,2011-11,16,255.2,9,8,16.727777777777774,product_month
22797,2011-12,2,50.239999999999995,2,2,25.119999999999997,product_month
22798,2010-10,124,371.72,22,21,3.2190909090909092,product_month
22798,2010-11,449,1414.8700000000001,67,46,3.6841176470588235,product_month
22798,2010-12,334,1094.8200000000002,38,27,3.82344262295082,product_month
22798,2011-01,94,291.5,18,15,3.5811111111111114,product_month
22798,2011-02,48,141.60000000000002,7,7,2.95,product_month
22798,2011-03,68,229.0,15,10,4.086,product_month
22798,2011-04,80,247.36,13,11,3.6053846153846156,product_month
22798,2011-05,106,326.90000000000003,20,18,3.3760000000000003,product_month
22798,2011-06,67,209.53,17,11,4.095882352941176,product_month
22798,2011-07,232,682.5600000000001,23,13,3.779565217391305,product_month
22798,2011-08,125,362.67,15,10,4.059333333333333,product_month
22798,2011-09,137,412.6700000000001,17,13,3.284117647058824,product_month
22798,2011-10,274,798.98,31,24,3.53375,product_month
22798,2011-11,156,546.44,34,20,4.274705882352941,product_month
22798,2011-12,197,621.59,19,12,4.124736842105263,product_month
22799,2010-10,10,93.48,6,6,9.913333333333334,product_month
22799,2010-11,36,304.28,13,13,9.086923076923076,product_month
22799,2010-12,2,17.0,1,1,8.5,product_month
22799,2011-01,17,144.5,8,8,8.5,product_month
22799,2011-02,21,178.5,10,10,8.5,product_month
22799,2011-03,23,185.3,7,7,8.378571428571428,product_month
22799,2011-04,19,169.63,10,8,9.312999999999999,product_month
22799,2011-05,36,322.26,16,13,9.456470588235293,product_month
22799,2011-06,16,127.5,6,6,8.358333333333333,product_month
22799,2011-07,5,42.5,3,3,8.5,product_month
22799,2011-08,11,93.5,3,3,8.5,product_month
22799,2011-09,11,101.63,7,7,9.661428571428571,product_month
22799,2011-10,6,51.0,5,5,8.5,product_month
22799,2011-11,12,118.25999999999999,8,7,10.532499999999999,product_month
22799,2011-12,30,88.50000000000001,5,5,2.95,product_month
22800,2010-10,64,240.0,15,15,3.75,product_month
22800,2010-11,197,800.66,50,36,4.660392156862745,product_month
22800,2010-12,220,875.3100000000001,29,23,4.636875,product_month
22800,2011-01,63,254.8,14,12,4.545,product_month
22800,2011-02,40,157.42,11,10,4.424545454545455,product_month
22800,2011-03,208,759.5,15,7,5.433333333333334,product_month
22800,2011-04,33,134.88,9,7,4.986666666666667,product_month
22800,2011-05,28,112.42,10,9,4.492,product_month
22800,2011-06,24,101.13,11,9,4.761818181818182,product_month
22800,2011-07,49,224.56,11,8,5.09909090909091,product_month
22800,2011-08,44,213.23,17,10,5.495882352941177,product_month
22800,2011-09,53,213.59,13,11,4.6061538461538465,product_month
22800,2011-10,70,305.58,24,18,4.9228,product_month
22800,2011-11,89,393.11,28,18,5.340000000000001,product_month
22800,2011-12,29,138.43,11,7,5.4363636363636365,product_month
22801,2010-10,54,214.11,16,15,4.23375,product_month
22801,2010-11,221,867.45,63,51,4.205294117647059,product_month
22801,2010-12,179,798.96,30,19,5.264347826086956,product_month
22801,2011-01,65,256.7,15,12,4.726,product_month
22801,2011-02,50,224.6,14,11,4.545,product_month
22801,2011-03,60,286.02,12,8,4.784285714285715,product_month
22801,2011-04,70,277.34,20,17,4.492,product_month
22801,2011-05,55,230.17000000000002,15,11,4.715333333333334,product_month
22801,2011-06,54,215.29,14,11,4.784285714285715,product_month
22801,2011-07,106,385.59000000000003,14,11,4.444,product_month
22801,2011-08,84,342.24,12,10,4.6475,product_month
22801,2011-09,30,123.63,9,8,4.5744444444444445,product_month
22801,2011-10,154,609.72,21,18,4.375454545454546,product_month
22801,2011-11,139,572.19,35,26,4.833513513513513,product_month
22801,2011-12,47,186.99,9,7,5.318888888888889,product_month
22802,2010-10,1,19.95,1,1,19.95,product_month
22802,2010-11,22,438.9,12,12,19.95,product_month
22802,2010-12,30,638.52,15,7,21.951,product_month
22802,2011-01,12,204.48,6,3,17.236666666666665,product_month
22802,2011-02,7,121.65,2,2,18.45,product_month
22802,2011-03,4,79.8,3,3,19.95,product_month
22802,2011-05,1,19.95,1,1,19.95,product_month
22802,2011-06,2,39.9,1,1,19.95,product_month
22802,2011-07,2,39.9,1,1,19.95,product_month
22802,2011-08,2,39.9,1,1,19.95,product_month
22802,2011-09,3,59.849999999999994,3,3,19.95,product_month
22802,2011-10,5,99.75,4,4,19.95,product_month
22802,2011-11,10,199.5,6,6,19.95,product_month
22802,2011-12,20,171.0,6,6,9.950000000000001,product_month
22803,2010-10,2,79.9,2,2,39.95,product_month
22803,2010-11,3,119.85000000000001,3,3,39.95,product_month
22803,2010-12,45,1633.95,12,5,36.55,product_month
22803,2011-01,9,311.19,6,3,34.81,product_month
22803,2011-02,1,39.95,1,1,39.95,product_month
22803,2011-03,6,218.7,2,2,37.85,product_month
22803,2011-04,2,79.9,2,2,39.95,product_month
22803,2011-05,1,39.95,1,1,39.95,product_month
22803,2011-06,2,79.9,1,1,39.95,product_month
22803,2011-07,4,202.35000000000002,3,3,54.13333333333333,product_month
22803,2011-08,1,39.95,1,1,39.95,product_month
22803,2011-10,1,39.95,1,1,39.95,product_month
22803,2011-11,1,39.95,1,1,39.95,product_month
22804,2010-09,390,1035.3,25,25,2.861111111111111,product_month
22804,2010-10,1285,3642.91,93,77,3.010918367346939,product_month
22804,2010-11,460,1309.39,78,64,3.245487804878049,product_month
22804,2010-12,315,936.21,43,35,3.4000000000000004,product_month
22804,2011-01,369,1048.8500000000001,69,51,3.1106756756756755,product_month
22804,2011-02,334,933.5400000000001,41,32,3.0722727272727273,product_month
22804,2011-03,229,655.63,43,40,3.0634883720930235,product_month
22804,2011-04,149,419.63,27,25,3.112666666666667,product_month
22804,2011-05,318,882.62,36,31,3.06027027027027,product_month
22804,2011-06,160,464.88,31,29,3.1203225806451615,product_month
22804,2011-07,116,345.92,33,30,3.105294117647059,product_month
22804,2011-08,165,475.35,31,24,3.1990322580645163,product_month
22804,2011-09,117,356.95000000000005,32,24,3.2925,product_month
22804,2011-10,171,498.73,33,29,3.368181818181818,product_month
22804,2011-11,787,1358.57,46,33,3.2269565217391305,product_month
22804,2011-12,28,96.80000000000001,9,9,3.2655555555555558,product_month
22805,2010-10,151,208.91,17,12,1.546470588235294,product_month
22805,2010-11,166,223.88,19,12,1.6478947368421053,product_month
22805,2010-12,267,374.07,16,14,1.53,product_month
22805,2011-01,100,136.04,14,8,1.772142857142857,product_month
