customer_id,signup_date,region,plan_type,acquisition_channel,age,account_tenure_days,avg_order_value,orders_last_90d,app_sessions_last_30d,support_tickets_90d,late_delivery_rate,avg_delivery_delay_hours,discount_ratio,product_variety_score,return_rate_90d,competitor_price_index,days_since_last_order,account_status_30d,delay_risk_band,discount_band
PC101057,2024-04-28,suburban,plus,organic,37,247,19.8,9,9,1,0.059,2.93,0.429,86.4,0.052,1.112,27.4,0,low,high
PC101058,2024-04-02,suburban,basic,referral,32,273,16.15,13,18,1,0.188,25.18,0.175,79.3,0.053,0.957,45.5,0,watch,healthy
PC101059,2024-10-04,suburban,plus,organic,36,88,42.33,12,13,1,0.097,25.12,0.139,76.4,0.054,0.959,22.4,0,watch,healthy
PC101060,2024-05-25,suburban,basic,referral,32,220,78.6,9,14,1,0.2,17.45,0.218,37.1,0.037,0.816,25.4,0,low,healthy
PC101061,2024-02-09,metro,plus,referral,58,326,41.71,6,10,3,0.285,11.94,0.424,73.6,0.076,1.079,51.2,0,low,high
PC101062,2024-07-08,metro,basic,organic,36,176,48.79,5,12,1,0.113,14.87,0.052,52.1,0.07,1.027,20.2,0,low,low
PC101063,2023-10-24,metro,basic,paid_search,18,434,132.28,7,10,1,0.334,20.72,0.117,52.3,0.021,1.025,14.7,0,watch,healthy
PC101064,2024-11-30,suburban,plus,paid_search,29,31,98.24,7,12,1,0.426,33.05,0.116,72.6,0.047,1.046,13.1,0,high,healthy
PC101065,2024-04-26,metro,plus,referral,53,249,32.52,5,10,0,0.166,12.09,0.281,74.9,0.017,0.899,42.3,0,low,healthy
PC101066,2024-04-28,metro,basic,social,29,247,52.43,8,12,0,0.431,25.13,0.296,58.1,0.025,1.078,81.2,0,watch,healthy
PC101067,2024-04-10,rural,basic,paid_search,39,265,55.37,8,15,0,0.151,14.55,0.256,26.9,0.009,0.753,39.4,0,low,healthy
PC101068,2023-08-08,metro,plus,organic,28,511,46.53,5,11,1,0.076,11.79,0.156,60.8,0.135,1.082,31.2,0,low,healthy
PC101069,2024-11-03,metro,basic,paid_search,46,58,91.67,4,10,1,0.207,18.28,0.209,74.0,0.103,0.964,27.1,0,watch,healthy
PC101070,2024-06-18,rural,basic,affiliate,32,196,33.68,7,12,0,0.117,21.92,0.318,76.3,0.199,1.027,44.6,0,watch,healthy
PC101071,2024-02-28,suburban,plus,paid_search,40,307,43.43,6,7,1,0.167,8.25,0.169,68.8,0.065,1.032,24.4,0,low,healthy
PC101072,2024-09-21,metro,premium,paid_search,30,101,68.48,13,9,0,0.062,5.12,0.235,66.5,0.094,0.99,38.7,0,low,healthy
PC101073,2023-11-27,suburban,basic,referral,31,400,78.41,10,10,0,0.327,35.71,0.165,54.6,0.004,0.933,1.9,0,high,healthy
PC101074,2024-09-10,metro,plus,paid_search,32,112,41.55,11,15,2,0.016,9.35,0.359,62.3,0.055,0.977,46.0,0,low,high
PC101075,2024-11-11,suburban,basic,organic,28,50,85.04,8,12,2,0.358,20.17,0.309,82.0,0.074,1.0,13.7,0,watch,healthy
PC101076,2024-03-08,metro,premium,paid_search,38,298,52.23,13,14,0,0.092,33.74,0.088,63.1,0.142,1.15,31.3,1,high,low
PC101077,2023-02-14,rural,basic,social,47,686,83.42,9,13,0,0.221,21.41,0.403,57.8,0.143,0.983,19.8,0,watch,high
PC101078,2024-09-27,rural,basic,organic,45,95,29.12,8,16,1,0.127,19.54,0.489,62.1,0.105,1.05,21.8,1,watch,high
PC101079,2024-01-03,metro,basic,referral,33,363,48.77,6,10,1,0.108,24.81,0.051,55.4,0.087,0.74,17.2,1,watch,low
PC101080,2023-04-17,metro,plus,referral,40,624,192.63,11,13,0,0.217,12.16,0.17,60.2,0.05,1.116,36.8,0,low,healthy
PC101081,2024-09-04,rural,plus,affiliate,46,118,140.69,7,13,0,0.218,13.72,0.563,70.2,0.036,0.873,19.1,0,low,high
PC101082,2024-08-09,metro,basic,organic,35,144,51.59,5,11,0,0.135,11.22,0.278,41.7,0.107,0.919,43.3,0,low,healthy
PC101083,2024-01-29,metro,plus,paid_search,66,337,85.73,8,9,0,0.195,23.5,0.023,72.3,0.171,1.035,28.3,0,watch,low
PC101084,2024-10-11,rural,basic,social,38,81,36.47,9,13,2,0.344,21.15,0.393,81.7,0.038,1.09,94.0,0,watch,high
PC101085,2023-09-04,rural,plus,organic,53,484,63.49,6,9,1,0.229,29.54,0.492,73.8,0.068,1.051,18.1,0,watch,high
PC101086,2024-09-08,suburban,premium,paid_search,38,114,59.62,12,15,0,0.102,8.26,0.34,56.0,0.039,0.857,9.4,0,low,healthy
PC101087,2024-10-31,suburban,premium,referral,28,61,40.87,9,11,0,0.59,25.52,0.044,73.0,0.067,0.856,15.9,0,watch,low
PC101088,2024-02-19,metro,premium,referral,26,316,68.56,13,5,2,0.011,10.28,0.197,38.3,0.071,1.106,19.8,0,low,healthy
PC101089,2024-05-25,suburban,basic,paid_search,65,220,59.16,8,13,1,0.194,18.97,0.46,70.1,0.045,1.003,15.7,0,watch,high
PC101090,2024-06-08,rural,basic,paid_search,28,206,43.63,9,10,0,0.099,20.45,0.146,75.7,0.103,1.148,7.3,0,watch,healthy
PC101091,2024-09-30,suburban,basic,referral,53,92,62.2,9,7,0,0.609,47.0,0.139,76.6,0.137,0.916,11.5,1,high,healthy
PC101092,2023-12-01,metro,plus,paid_search,44,396,63.13,9,9,2,0.324,26.66,0.171,40.5,0.065,0.889,18.7,1,watch,healthy
PC101093,2023-10-02,rural,basic,social,23,456,57.47,11,8,1,0.269,21.5,0.099,63.0,0.161,0.932,52.6,0,watch,low
PC101094,2024-07-30,metro,basic,organic,24,154,56.18,6,9,1,0.108,14.33,0.039,28.7,0.083,0.816,33.8,0,low,low
PC101095,2024-04-08,metro,basic,social,47,267,65.15,2,11,0,0.211,25.86,0.169,43.8,0.069,0.88,31.4,0,watch,healthy
PC101096,2023-02-28,metro,plus,social,29,672,38.29,12,13,1,0.132,18.09,0.21,61.3,0.035,1.03,14.4,0,watch,healthy
PC101097,2024-11-16,metro,basic,referral,45,45,56.36,9,12,2,0.179,30.76,0.307,80.0,0.135,1.15,24.6,0,high,healthy
PC101098,2023-01-01,metro,premium,paid_search,34,746,29.73,13,13,1,0.135,18.69,0.195,65.7,0.045,1.193,12.3,0,watch,healthy
PC101099,2024-09-13,metro,plus,social,49,109,43.94,4,8,2,0.078,23.0,0.344,81.7,0.086,1.0,22.9,0,watch,healthy
PC101100,2024-08-11,suburban,plus,paid_search,36,142,48.06,4,8,0,0.028,8.98,0.433,100.0,0.035,1.303,56.7,1,low,high
PC101101,2024-11-09,rural,premium,social,57,52,80.34,9,12,3,0.253,51.53,0.193,53.9,0.239,1.095,18.4,1,critical,healthy
PC101102,2024-01-24,rural,plus,paid_search,41,342,124.0,6,19,0,0.093,16.15,0.39,98.7,0.02,1.219,88.6,1,low,high
PC101103,2023-11-04,metro,plus,organic,50,423,42.18,4,10,2,0.18,14.97,0.334,39.4,0.087,1.041,34.5,0,low,healthy
PC101104,2024-02-29,suburban,plus,paid_search,19,306,70.45,3,10,2,0.094,6.65,0.43,41.9,0.112,0.882,31.6,0,low,high
PC101105,2023-09-28,metro,premium,organic,49,460,41.14,9,15,1,0.143,8.05,0.104,44.7,0.175,0.944,18.0,0,low,healthy
PC101106,2024-05-15,metro,basic,paid_search,25,230,45.44,11,10,1,0.284,14.73,0.128,76.4,0.083,1.071,19.7,0,low,healthy
PC101107,2023-11-17,suburban,basic,organic,37,410,80.04,4,11,0,0.435,32.44,0.066,49.9,0.075,1.023,30.4,0,high,low
PC101108,2024-06-21,metro,basic,affiliate,49,193,41.31,7,10,0,0.024,5.61,0.451,95.6,0.175,1.103,41.0,0,low,high
PC101109,2024-05-07,suburban,basic,social,47,238,53.3,3,10,0,0.11,17.04,0.228,100.0,0.056,1.235,34.2,0,low,healthy
PC101110,2024-01-08,metro,basic,organic,54,358,46.97,9,9,0,0.133,12.18,0.15,84.6,0.011,1.025,21.0,0,low,healthy
PC101111,2024-01-15,metro,basic,paid_search,39,351,67.56,8,9,0,0.071,9.39,0.263,61.1,0.226,1.02,16.0,0,low,healthy
PC101112,2023-11-04,suburban,basic,organic,18,423,80.42,5,11,2,0.047,9.85,0.107,56.7,0.131,0.787,54.7,0,low,healthy
PC101113,2024-08-24,suburban,basic,organic,41,129,29.89,5,11,0,0.125,16.61,0.278,39.5,0.047,0.94,54.0,0,low,healthy
PC101114,2024-03-06,suburban,plus,organic,43,300,77.08,8,14,1,0.091,24.15,0.18,76.7,0.14,0.75,34.8,0,watch,healthy
PC101115,2023-11-20,rural,premium,referral,45,407,92.45,9,13,0,0.289,23.55,0.4,66.5,0.0,0.954,13.3,0,watch,high
PC101116,2024-10-15,metro,plus,affiliate,18,77,53.81,14,16,1,0.057,11.85,0.168,76.2,0.102,0.901,16.8,0,low,healthy
PC101117,2024-04-12,metro,plus,social,35,263,57.43,5,6,0,0.065,10.24,0.12,63.8,0.011,0.798,16.2,0,low,healthy
PC101118,2023-09-19,rural,premium,organic,37,469,71.11,7,10,2,0.272,33.24,0.262,46.1,0.06,1.019,16.0,0,high,healthy
PC101119,2023-02-16,suburban,plus,social,43,684,42.14,11,9,2,0.071,13.32,0.472,71.6,0.126,1.044,4.3,0,low,high
PC101120,2024-06-04,rural,basic,organic,29,210,90.46,5,10,2,0.186,24.59,0.084,65.7,0.056,1.236,21.9,1,watch,low
PC101121,2024-03-06,suburban,basic,social,25,300,71.84,8,10,0,0.218,11.86,0.128,63.3,0.021,0.878,25.9,1,low,healthy
PC101122,2024-05-19,rural,basic,referral,33,226,62.94,8,12,0,0.247,24.26,0.559,62.9,0.105,1.025,32.2,0,watch,high
PC101123,2024-09-28,metro,basic,referral,18,94,56.2,8,10,0,0.171,10.57,0.211,68.3,0.112,0.835,24.7,1,low,healthy
PC101124,2024-05-11,suburban,basic,social,47,234,49.95,9,9,3,0.217,19.75,0.317,28.5,0.125,0.895,22.0,0,watch,healthy
PC101125,2024-03-08,rural,plus,paid_search,28,298,43.76,9,16,1,0.086,12.84,0.172,57.7,0.079,0.982,34.2,0,low,healthy
PC101126,2024-05-18,metro,premium,social,43,227,65.7,5,6,2,0.11,12.13,0.135,70.4,0.104,0.916,33.1,0,low,healthy
PC101127,2024-02-23,metro,plus,paid_search,41,312,83.59,6,7,2,0.25,18.13,0.446,22.4,0.066,1.07,21.4,0,watch,high
PC101128,2024-03-02,suburban,basic,referral,48,304,42.24,9,8,2,0.117,14.39,0.271,71.5,0.049,0.935,23.9,0,low,healthy
PC101129,2024-11-23,rural,plus,paid_search,40,38,64.81,7,15,2,0.088,8.76,0.136,57.2,0.08,1.035,21.1,0,low,healthy
PC101130,2024-09-09,rural,basic,paid_search,41,113,45.06,11,16,1,0.402,49.79,0.175,92.7,0.038,0.946,11.7,1,critical,healthy
PC101131,2024-04-25,rural,plus,organic,55,250,51.74,11,13,2,0.161,17.71,0.167,74.6,0.085,0.891,25.1,0,low,healthy
PC101132,2023-03-28,rural,plus,paid_search,38,644,33.6,7,13,0,0.323,24.71,0.36,85.9,0.099,0.904,27.1,0,watch,high
PC101133,2023-03-23,suburban,basic,referral,42,649,34.4,10,9,1,0.497,34.51,0.143,64.2,0.128,0.966,21.4,0,high,healthy
PC101134,2024-03-09,suburban,basic,social,54,297,31.6,5,10,1,0.089,28.41,0.288,72.7,0.146,1.026,22.4,1,watch,healthy
PC101135,2024-08-29,rural,basic,paid_search,31,124,51.06,5,9,1,0.281,32.39,0.29,61.7,0.179,0.934,25.4,0,high,healthy
PC101136,2023-11-07,rural,basic,paid_search,38,420,75.95,8,11,3,0.312,35.58,0.153,100.0,0.099,1.277,34.8,0,high,healthy
PC101137,2024-12-07,suburban,basic,paid_search,29,24,68.85,9,12,0,0.067,15.46,0.223,41.0,0.158,1.092,36.5,0,low,healthy
PC101138,2024-04-14,metro,basic,paid_search,32,261,53.7,11,11,0,0.091,14.39,0.242,67.8,0.029,1.093,17.2,0,low,healthy
PC101139,2024-09-14,suburban,basic,paid_search,34,108,68.9,4,7,2,0.08,20.73,0.214,73.5,0.043,0.815,26.8,0,watch,healthy
PC101140,2024-02-20,suburban,premium,social,35,315,66.65,9,11,0,0.349,36.1,0.027,90.5,0.014,1.077,43.1,0,high,low
PC101141,2024-06-29,metro,premium,referral,39,185,67.05,13,20,0,0.145,18.43,0.111,77.5,0.051,1.064,26.1,0,watch,healthy
PC101142,2024-04-26,metro,plus,organic,35,249,62.04,6,14,3,0.43,38.11,0.239,46.8,0.173,1.183,47.7,0,high,healthy
PC101143,2024-06-23,suburban,premium,paid_search,24,191,69.91,8,14,0,0.209,22.21,0.568,62.5,0.028,0.953,44.3,0,watch,high
PC101144,2023-04-04,rural,basic,paid_search,37,637,47.92,6,10,1,0.088,33.29,0.292,62.7,0.116,0.935,33.6,0,high,healthy
PC101145,2024-07-30,suburban,basic,organic,31,154,59.84,11,7,1,0.374,21.77,0.443,49.0,0.129,0.963,24.6,0,watch,high
PC101146,2024-01-16,suburban,plus,referral,52,350,37.42,5,12,0,0.075,5.07,0.285,22.3,0.086,1.005,50.6,0,low,healthy
PC101147,2024-06-13,suburban,basic,paid_search,42,201,84.7,7,15,1,0.183,25.16,0.245,42.1,0.04,0.919,29.0,0,watch,healthy
PC101148,2024-04-13,rural,basic,referral,38,262,41.13,8,11,1,0.123,10.87,0.486,60.0,0.038,0.98,12.6,0,low,high
PC101149,2024-06-13,metro,premium,social,41,201,123.7,13,11,0,0.04,9.68,0.258,86.8,0.051,1.216,48.3,0,low,healthy
PC101150,2024-06-18,suburban,basic,referral,23,196,32.63,11,17,1,0.097,10.49,0.113,68.0,0.158,1.01,11.0,0,low,healthy
PC101151,2024-02-25,suburban,basic,organic,55,310,48.29,10,11,1,0.104,5.28,0.203,68.6,0.114,0.895,7.2,0,low,healthy
PC101152,2023-04-10,rural,basic,social,25,631,37.08,7,13,2,0.095,20.46,0.215,39.2,0.114,1.106,19.8,0,watch,healthy
PC101153,2023-11-10,metro,basic,organic,45,417,83.87,11,8,1,0.277,24.72,0.111,76.8,0.024,1.319,39.0,0,watch,healthy
PC101154,2024-03-24,metro,basic,referral,46,282,25.24,7,10,0,0.208,10.41,0.312,60.7,0.028,1.042,23.3,0,low,healthy
PC101155,2024-12-04,suburban,basic,referral,23,27,30.65,3,13,1,0.165,7.22,0.224,83.1,0.12,1.127,29.4,0,low,healthy
PC101156,2023-01-01,rural,premium,referral,44,906,38.74,5,13,1,0.279,49.61,0.219,71.0,0.027,1.014,21.1,0,critical,healthy
PC101157,2023-08-28,metro,plus,organic,40,491,43.91,9,11,0,0.183,10.31,0.312,100.0,0.101,1.036,13.6,0,low,healthy
PC101158,2023-11-13,suburban,basic,paid_search,56,414,114.19,12,12,0,0.266,16.09,0.111,89.2,0.12,1.121,27.8,0,low,healthy
PC101159,2024-05-16,rural,plus,social,49,229,35.61,8,15,2,0.36,29.11,0.401,72.3,0.066,1.009,17.6,0,watch,high
PC101160,2023-11-03,metro,plus,affiliate,18,424,86.62,9,11,3,0.157,18.63,0.285,54.5,0.068,0.898,46.2,0,watch,healthy
PC101161,2024-01-02,metro,basic,social,42,364,16.93,6,13,3,0.266,27.09,0.069,37.7,0.056,0.77,43.6,1,watch,low
PC101162,2024-04-15,metro,plus,organic,18,260,80.91,7,6,0,0.117,15.74,0.21,85.9,0.2,1.013,14.6,0,low,healthy
PC101163,2024-02-23,suburban,plus,social,42,312,39.46,7,9,0,0.403,21.09,0.251,45.0,0.298,0.828,37.2,0,watch,healthy
PC101164,2024-01-21,metro,basic,affiliate,24,345,60.22,8,9,2,0.239,12.49,0.595,48.4,0.203,1.15,32.9,0,low,high
PC101165,2024-08-01,metro,plus,paid_search,53,152,59.26,7,10,1,0.233,9.95,0.217,72.1,0.125,0.871,23.1,0,low,healthy
PC101166,2024-05-12,suburban,premium,paid_search,39,233,42.99,12,14,0,0.333,16.5,0.106,91.1,0.156,1.189,28.7,0,low,healthy
PC101167,2023-12-21,rural,premium,social,40,376,43.29,8,16,2,0.322,47.28,0.165,53.6,0.114,0.948,34.8,0,high,healthy
PC101168,2024-09-23,rural,basic,affiliate,26,99,66.6,6,9,1,0.151,11.23,0.264,77.2,0.104,1.101,27.0,0,low,healthy
PC101169,2024-07-31,rural,basic,paid_search,33,153,39.3,7,10,1,0.09,14.72,0.099,66.6,0.202,0.928,22.4,0,low,low
PC101170,2023-10-12,metro,basic,social,26,446,51.59,5,13,1,0.165,20.61,0.443,32.9,0.043,0.915,23.6,0,watch,high
PC101171,2024-05-01,metro,basic,social,40,244,55.53,9,7,1,0.013,6.56,0.278,72.7,0.03,0.809,52.9,0,low,healthy
PC101172,2024-08-16,suburban,premium,paid_search,31,137,39.13,12,13,1,0.238,22.21,0.358,50.7,0.041,1.219,16.0,1,watch,high
PC101173,2024-08-22,metro,premium,organic,30,131,32.83,8,10,0,0.163,19.96,0.19,54.7,0.007,0.918,16.6,0,watch,healthy
PC101174,2023-09-10,metro,basic,referral,52,478,82.46,6,10,3,0.23,11.71,0.291,23.7,0.082,0.994,44.7,0,low,healthy
PC101175,2024-09-10,metro,plus,paid_search,28,112,41.35,7,5,0,0.074,16.15,0.187,42.4,0.096,0.918,27.2,0,low,healthy
PC101176,2024-09-01,suburban,basic,organic,37,121,65.83,5,11,0,0.19,8.89,0.207,57.0,0.024,1.072,66.6,0,low,healthy
PC101177,2024-08-07,rural,plus,social,40,146,25.64,4,9,1,0.21,27.33,0.107,50.8,0.319,0.934,43.6,1,watch,healthy
PC101178,2023-08-27,suburban,basic,referral,33,492,41.1,7,8,0,0.34,21.97,0.111,54.2,0.205,1.004,28.3,0,watch,healthy
PC101179,2024-06-05,suburban,plus,organic,57,209,57.69,6,9,1,0.049,17.92,0.218,69.3,0.037,1.006,46.9,0,low,healthy
PC101180,2024-09-11,suburban,basic,paid_search,41,111,49.22,7,10,2,0.049,8.99,0.287,78.7,0.119,1.025,34.5,0,low,healthy
PC101181,2024-04-27,metro,basic,organic,39,248,52.12,8,9,0,0.34,19.34,0.257,69.2,0.085,1.045,26.0,0,watch,healthy
PC101182,2024-05-31,metro,basic,referral,41,214,35.85,10,16,2,0.139,26.25,0.19,58.7,0.054,0.946,12.9,0,watch,healthy
PC101183,2023-08-25,metro,premium,organic,36,494,47.15,9,6,1,0.122,33.39,0.524,72.5,0.038,1.036,19.5,0,high,high
PC101184,2023-06-09,rural,plus,social,33,571,65.06,15,13,1,0.451,42.28,0.33,79.5,0.105,1.077,25.2,0,high,healthy
PC101185,2024-04-18,suburban,premium,paid_search,37,257,135.12,9,18,1,0.072,12.55,0.114,49.3,0.133,0.899,46.3,0,low,healthy
PC101186,2024-09-15,metro,plus,social,46,107,45.04,8,20,0,0.454,25.65,0.54,51.1,0.088,1.0,18.1,0,watch,high
PC101187,2023-05-27,metro,basic,organic,45,584,19.33,7,12,0,0.242,21.33,0.173,80.4,0.034,1.0,23.2,0,watch,healthy
PC101188,2024-08-18,suburban,premium,organic,40,135,108.35,10,11,0,0.064,2.84,0.143,72.7,0.049,0.864,7.5,0,low,healthy
PC101189,2024-04-07,rural,basic,paid_search,56,268,101.32,4,7,1,0.246,24.89,0.327,63.2,0.213,1.202,23.6,0,watch,healthy
PC101190,2024-03-16,rural,premium,social,55,290,62.13,11,13,0,0.258,35.9,0.114,75.1,0.104,0.954,29.4,0,high,healthy
PC101191,2024-11-20,suburban,basic,referral,60,41,35.98,9,15,2,0.047,7.86,0.482,66.5,0.224,0.916,7.5,0,low,high
PC101192,2023-11-24,rural,premium,organic,46,403,84.2,4,9,0,0.166,23.8,0.153,56.3,0.083,0.805,84.4,0,watch,healthy
PC101193,2024-03-01,metro,plus,social,31,305,41.65,7,9,0,0.083,12.28,0.332,84.2,0.113,1.081,27.8,1,low,healthy
PC101194,2024-08-19,suburban,basic,referral,31,134,85.72,11,12,1,0.12,9.56,0.193,77.0,0.115,1.046,20.6,0,low,healthy
PC101195,2023-02-16,suburban,plus,organic,53,684,31.3,7,15,2,0.177,35.3,0.026,70.8,0.089,0.798,15.9,0,high,low
PC101196,2024-08-18,suburban,basic,paid_search,51,135,59.25,11,13,1,0.248,44.85,0.172,81.5,0.09,1.167,23.5,1,high,healthy
PC101197,2023-11-25,metro,plus,organic,68,402,90.64,5,10,1,0.334,31.4,0.076,39.0,0.074,1.141,53.8,0,high,low
PC101198,2024-07-19,metro,premium,organic,39,165,93.49,6,10,2,0.15,18.62,0.051,47.8,0.068,0.998,20.8,0,watch,low
PC101199,2024-06-02,metro,plus,organic,27,212,132.49,7,9,1,0.051,9.13,0.344,60.1,0.099,0.92,29.3,0,low,healthy
PC101200,2024-04-08,metro,basic,referral,32,267,39.78,8,9,2,0.14,17.5,0.136,70.7,0.043,1.054,12.7,0,low,healthy
PC101201,2024-02-07,metro,basic,social,33,328,54.45,9,10,1,0.035,5.8,0.038,67.8,0.181,1.172,13.3,0,low,low
PC101202,2024-09-03,rural,plus,organic,28,119,60.44,3,11,2,0.097,14.63,0.336,63.8,0.11,0.852,30.8,0,low,healthy
PC101203,2024-08-25,metro,basic,affiliate,34,128,40.97,3,9,0,0.017,8.67,0.221,30.0,0.052,0.973,47.6,0,low,healthy
PC101204,2024-10-21,metro,plus,organic,32,71,33.62,6,7,0,0.21,18.52,0.503,88.4,0.057,0.901,24.5,0,watch,high
PC101205,2024-10-19,suburban,premium,referral,54,73,47.26,14,12,1,0.192,27.2,0.261,76.7,0.058,1.026,15.5,0,watch,healthy
PC101206,2023-07-27,metro,basic,organic,19,523,54.14,4,8,0,0.153,6.65,0.044,28.9,0.031,0.851,45.7,0,low,low
PC101207,2024-03-24,suburban,plus,referral,37,282,42.99,7,11,1,0.041,4.92,0.258,52.9,0.108,1.199,46.8,0,low,healthy
PC101208,2024-07-11,suburban,plus,referral,25,173,46.88,10,11,0,0.03,24.08,0.03,54.7,0.121,1.1,8.5,0,watch,low
PC101209,2024-05-07,suburban,basic,affiliate,34,238,41.35,9,13,0,0.055,11.22,0.383,75.0,0.041,1.064,25.8,0,low,high
PC101210,2024-06-21,metro,plus,affiliate,23,193,34.24,4,5,3,0.194,8.77,0.195,31.6,0.207,1.031,58.7,0,low,healthy
PC101211,2024-05-17,suburban,premium,social,22,228,38.2,10,11,1,0.417,23.72,0.224,54.0,0.04,1.12,4.8,0,watch,healthy
PC101212,2024-03-11,suburban,basic,organic,45,295,54.97,11,9,0,0.162,17.4,0.197,50.0,0.073,1.097,23.9,0,low,healthy
PC101213,2024-11-21,metro,basic,organic,27,40,74.39,13,9,2,0.299,16.63,0.195,61.1,0.046,1.165,37.8,0,low,healthy
PC101214,2024-03-24,suburban,basic,affiliate,46,282,32.33,6,11,1,0.402,42.88,0.481,21.9,0.054,1.134,31.1,0,high,high
PC101215,2023-12-06,metro,basic,organic,66,391,18.05,7,11,0,0.077,20.1,0.231,45.1,0.035,1.15,28.9,1,watch,healthy
PC101216,2024-09-20,suburban,basic,affiliate,31,102,86.54,6,8,0,0.201,11.0,0.449,46.1,0.074,1.027,35.5,0,low,high
PC101217,2024-01-21,metro,basic,paid_search,51,345,56.07,6,10,0,0.195,17.86,0.181,35.5,0.005,0.914,30.2,0,low,healthy
PC101218,2024-01-31,suburban,basic,paid_search,23,335,47.83,9,13,0,0.189,19.3,0.293,44.2,0.008,1.129,13.9,0,watch,healthy
PC101219,2024-01-01,rural,premium,organic,33,365,30.99,6,11,1,0.151,27.58,0.468,57.3,0.03,0.938,59.4,0,watch,high
PC101220,2024-05-22,suburban,basic,paid_search,40,223,39.14,10,14,0,0.101,11.83,0.16,23.0,0.124,1.061,8.3,0,low,healthy
PC101221,2024-11-06,metro,premium,organic,44,55,26.13,10,14,2,0.297,14.89,0.221,82.6,0.053,1.001,13.6,0,low,healthy
PC101222,2024-08-14,suburban,basic,social,45,139,59.46,9,11,2,0.517,25.77,0.098,100.0,0.06,0.912,10.9,1,watch,low
PC101223,2023-09-20,suburban,plus,social,26,468,45.76,14,12,0,0.526,44.66,0.497,100.0,0.041,0.988,4.8,0,high,high
PC101224,2023-09-10,metro,basic,paid_search,25,478,51.12,6,11,1,0.172,12.67,0.334,38.9,0.135,1.142,16.1,0,low,healthy
PC101225,2024-11-28,suburban,plus,social,32,33,34.83,9,12,1,0.166,32.93,0.047,53.6,0.046,0.815,5.4,0,high,low
PC101226,2024-09-08,metro,basic,paid_search,36,114,42.35,7,10,1,0.209,9.92,0.045,44.9,0.034,0.959,87.8,0,low,low
PC101227,2024-02-28,metro,premium,referral,37,307,230.52,5,12,0,0.122,44.95,0.089,99.7,0.141,0.949,40.8,1,high,low
PC101228,2024-10-20,suburban,basic,social,40,72,89.8,6,11,1,0.11,9.22,0.039,78.1,0.133,1.015,34.6,1,low,low
PC101229,2024-05-29,metro,plus,paid_search,56,216,59.41,8,14,0,0.042,9.12,0.179,45.9,0.008,1.28,30.3,0,low,healthy
PC101230,2024-06-14,metro,basic,organic,42,200,70.64,10,12,3,0.374,18.17,0.302,66.7,0.142,0.915,52.3,0,watch,healthy
PC101231,2023-10-31,metro,basic,referral,45,427,64.78,9,11,0,0.05,10.27,0.287,55.3,0.011,1.199,12.0,0,low,healthy
PC101232,2023-11-18,metro,basic,paid_search,22,409,32.3,8,13,1,0.106,9.97,0.017,59.4,0.365,1.007,54.4,0,low,low
PC101233,2024-10-04,suburban,basic,organic,36,88,45.53,4,8,1,0.167,21.63,0.254,77.1,0.047,1.085,57.3,0,watch,healthy
PC101234,2023-09-03,metro,plus,social,37,485,43.13,10,8,1,0.352,15.53,0.047,64.0,0.069,0.832,24.8,0,low,low
PC101235,2023-10-27,metro,basic,referral,47,431,51.19,8,14,1,0.073,4.03,0.265,57.5,0.171,1.171,55.8,0,low,healthy
PC101236,2024-10-04,metro,premium,affiliate,28,88,77.67,10,13,1,0.013,12.64,0.154,100.0,0.09,1.027,42.4,0,low,healthy
PC101237,2024-04-10,metro,basic,paid_search,38,265,61.77,12,11,0,0.082,22.81,0.654,68.6,0.021,1.155,5.3,1,watch,high
PC101238,2024-12-03,metro,plus,referral,31,28,39.6,9,12,1,0.34,45.88,0.201,67.4,0.036,1.025,26.7,1,high,healthy
PC101239,2024-07-05,metro,basic,referral,36,179,72.54,6,10,0,0.023,15.23,0.451,33.8,0.036,1.186,35.4,0,low,high
PC101240,2024-05-17,suburban,basic,paid_search,20,228,69.9,5,10,2,0.078,16.84,0.258,61.7,0.214,0.962,27.6,0,low,healthy
PC101241,2024-03-22,metro,plus,organic,20,284,65.68,2,16,1,0.237,27.35,0.06,55.5,0.057,0.928,27.5,0,watch,low
PC101242,2024-08-13,metro,basic,social,39,140,63.49,11,14,0,0.182,10.22,0.218,59.4,0.018,1.167,22.3,0,low,healthy
PC101243,2024-03-11,metro,basic,paid_search,21,295,38.85,5,10,0,0.227,16.78,0.042,67.0,0.065,0.904,49.9,0,low,low
PC101244,2023-06-25,metro,plus,affiliate,38,555,42.76,5,11,0,0.088,12.77,0.682,87.5,0.058,0.962,50.2,0,low,high
PC101245,2024-02-02,suburban,plus,paid_search,44,333,86.23,6,15,1,0.113,11.51,0.229,55.3,0.03,1.164,84.8,0,low,healthy
PC101246,2024-04-28,metro,basic,organic,31,247,64.61,8,11,0,0.499,26.42,0.238,68.4,0.068,1.043,17.3,0,watch,healthy
PC101247,2024-01-31,metro,basic,organic,43,335,31.97,3,10,1,0.108,24.37,0.202,73.8,0.19,0.991,57.5,0,watch,healthy
PC101248,2023-07-03,metro,basic,social,40,547,54.22,8,14,0,0.119,18.04,0.099,47.5,0.005,1.158,33.9,0,watch,low
PC101249,2024-10-24,rural,premium,paid_search,37,68,107.82,8,10,1,0.357,30.5,0.218,55.2,0.064,0.903,23.2,0,high,healthy
